id,trip_id,driver_id,type,amount,date
exp_12464,trip_3637,driver_13,Miscellaneous,252,2025-09-18T22:24:00
exp_12465,trip_3637,driver_13,Fines,579,2025-09-18T20:24:00
exp_12466,trip_3638,driver_80,FASTag Toll,894,2025-09-18T23:25:00
exp_12467,trip_3638,driver_80,Miscellaneous,1304,2025-09-18T20:25:00
exp_12468,trip_3638,driver_80,Parking,206,2025-09-18T20:25:00
exp_12469,trip_3639,driver_65,Food Allowance,680,2025-09-18T04:02:00
exp_12470,trip_3639,driver_65,Miscellaneous,634,2025-09-18T13:02:00
exp_12471,trip_3639,driver_65,Miscellaneous,927,2025-09-18T08:02:00
exp_12472,trip_3639,driver_65,Miscellaneous,1078,2025-09-18T07:02:00
exp_12473,trip_3640,driver_58,Fines,1428,2025-09-18T09:21:00
exp_12474,trip_3640,driver_58,Food Allowance,295,2025-09-18T09:21:00
exp_12475,trip_3640,driver_58,Miscellaneous,1038,2025-09-18T06:21:00
exp_12476,trip_3641,driver_77,FASTag Toll,624,2025-09-20T00:05:00
exp_12477,trip_3641,driver_77,Parking,727,2025-09-20T05:05:00
exp_12478,trip_3641,driver_77,FASTag Toll,1433,2025-09-20T07:05:00
exp_12479,trip_3641,driver_77,Miscellaneous,1049,2025-09-20T04:05:00
exp_12480,trip_3642,driver_4,Food Allowance,1194,2025-09-20T00:04:00
exp_12481,trip_3642,driver_4,Fines,865,2025-09-20T00:04:00
exp_12482,trip_3642,driver_4,Food Allowance,371,2025-09-20T01:04:00
exp_12483,trip_3642,driver_4,Food Allowance,1267,2025-09-20T01:04:00
exp_12484,trip_3643,driver_10,Miscellaneous,441,2025-09-19T04:18:00
exp_12485,trip_3643,driver_10,Miscellaneous,397,2025-09-19T04:18:00
exp_12486,trip_3643,driver_10,Parking,1454,2025-09-19T09:18:00
exp_12487,trip_3643,driver_10,Parking,278,2025-09-20T03:18:00
exp_12488,trip_3644,driver_35,FASTag Toll,646,2025-09-19T10:27:00
exp_12489,trip_3644,driver_35,Miscellaneous,1188,2025-09-20T00:27:00
exp_12490,trip_3644,driver_35,FASTag Toll,123,2025-09-19T19:27:00
exp_12491,trip_3645,driver_74,Fines,1219,2025-09-19T09:13:00
exp_12492,trip_3645,driver_74,FASTag Toll,627,2025-09-19T09:13:00
exp_12493,trip_3645,driver_74,Food Allowance,1073,2025-09-19T09:13:00
exp_12494,trip_3646,driver_73,Food Allowance,628,2025-09-19T02:56:00
exp_12495,trip_3646,driver_73,Parking,1406,2025-09-19T04:56:00
exp_12496,trip_3646,driver_73,FASTag Toll,1240,2025-09-19T02:56:00
exp_12497,trip_3646,driver_73,Parking,656,2025-09-19T04:56:00
exp_12498,trip_3647,driver_16,Fines,664,2025-09-19T14:43:00
exp_12499,trip_3647,driver_16,Parking,876,2025-09-19T14:43:00
exp_12500,trip_3647,driver_16,Miscellaneous,1164,2025-09-20T02:43:00
exp_12501,trip_3647,driver_16,Parking,465,2025-09-19T21:43:00
exp_12502,trip_3648,driver_77,Miscellaneous,869,2025-09-21T01:46:00
exp_12503,trip_3648,driver_77,Miscellaneous,674,2025-09-20T07:46:00
exp_12504,trip_3648,driver_77,Food Allowance,939,2025-09-21T06:46:00
exp_12505,trip_3648,driver_77,Miscellaneous,385,2025-09-21T02:46:00
exp_12506,trip_3649,driver_73,Fines,1338,2025-09-20T02:49:00
exp_12507,trip_3649,driver_73,Parking,462,2025-09-20T05:49:00
exp_12508,trip_3649,driver_73,FASTag Toll,1314,2025-09-20T05:49:00
exp_12509,trip_3650,driver_60,Parking,1285,2025-09-20T12:33:00
exp_12510,trip_3650,driver_60,Food Allowance,188,2025-09-19T17:33:00
exp_12511,trip_3650,driver_60,Parking,569,2025-09-20T03:33:00
exp_12512,trip_3650,driver_60,Miscellaneous,570,2025-09-20T10:33:00
exp_12513,trip_3651,driver_29,Parking,878,2025-09-20T11:41:00
exp_12514,trip_3651,driver_29,Parking,320,2025-09-20T00:41:00
exp_12515,trip_3651,driver_29,Fines,254,2025-09-20T18:41:00
exp_12516,trip_3652,driver_71,Miscellaneous,265,2025-09-19T12:20:00
exp_12517,trip_3652,driver_71,FASTag Toll,1416,2025-09-19T19:20:00
exp_12518,trip_3652,driver_71,Fines,142,2025-09-19T19:20:00
exp_12519,trip_3653,driver_51,Miscellaneous,996,2025-09-20T11:12:00
exp_12520,trip_3653,driver_51,Miscellaneous,1349,2025-09-20T10:12:00
exp_12521,trip_3653,driver_51,Miscellaneous,666,2025-09-20T13:12:00
exp_12522,trip_3654,driver_78,Parking,723,2025-09-20T21:28:00
exp_12523,trip_3654,driver_78,Parking,231,2025-09-21T03:28:00
exp_12524,trip_3654,driver_78,Fines,998,2025-09-20T20:28:00
exp_12525,trip_3655,driver_60,Food Allowance,1056,2025-09-21T06:08:00
exp_12526,trip_3655,driver_60,FASTag Toll,434,2025-09-21T04:08:00
exp_12527,trip_3655,driver_60,Fines,1199,2025-09-21T10:08:00
exp_12528,trip_3655,driver_60,FASTag Toll,408,2025-09-20T19:08:00
exp_12529,trip_3656,driver_17,Fines,775,2025-09-21T04:13:00
exp_12530,trip_3656,driver_17,FASTag Toll,601,2025-09-21T12:13:00
exp_12531,trip_3656,driver_17,Fines,1064,2025-09-20T21:13:00
exp_12532,trip_3656,driver_17,Food Allowance,189,2025-09-21T06:13:00
exp_12533,trip_3657,driver_30,Miscellaneous,277,2025-09-21T05:57:00
exp_12534,trip_3657,driver_30,FASTag Toll,1369,2025-09-21T15:57:00
exp_12535,trip_3657,driver_30,Food Allowance,492,2025-09-21T05:57:00
exp_12536,trip_3657,driver_30,FASTag Toll,1033,2025-09-21T08:57:00
exp_12537,trip_3658,driver_54,Miscellaneous,1242,2025-09-20T18:58:00
exp_12538,trip_3658,driver_54,Fines,334,2025-09-20T17:58:00
exp_12539,trip_3658,driver_54,FASTag Toll,353,2025-09-20T15:58:00
exp_12540,trip_3659,driver_45,Fines,754,2025-09-20T20:56:00
exp_12541,trip_3659,driver_45,FASTag Toll,530,2025-09-20T21:56:00
exp_12542,trip_3659,driver_45,Parking,1351,2025-09-20T19:56:00
exp_12543,trip_3660,driver_1,Parking,144,2025-09-21T08:20:00
exp_12544,trip_3660,driver_1,Parking,276,2025-09-21T17:20:00
exp_12545,trip_3660,driver_1,Food Allowance,522,2025-09-21T09:20:00
exp_12546,trip_3660,driver_1,Miscellaneous,1367,2025-09-21T17:20:00
exp_12547,trip_3661,driver_63,Parking,674,2025-09-20T14:22:00
exp_12548,trip_3661,driver_63,Food Allowance,1429,2025-09-20T08:22:00
exp_12549,trip_3661,driver_63,FASTag Toll,263,2025-09-20T11:22:00
exp_12550,trip_3662,driver_4,Food Allowance,1181,2025-09-20T19:51:00
exp_12551,trip_3662,driver_4,Food Allowance,645,2025-09-20T20:51:00
exp_12552,trip_3662,driver_4,FASTag Toll,1293,2025-09-21T05:51:00
exp_12553,trip_3663,driver_53,Parking,577,2025-09-21T08:24:00
exp_12554,trip_3663,driver_53,Food Allowance,679,2025-09-21T10:24:00
exp_12555,trip_3663,driver_53,Food Allowance,662,2025-09-21T05:24:00
exp_12556,trip_3663,driver_53,FASTag Toll,636,2025-09-20T22:24:00
exp_12557,trip_3664,driver_23,Parking,1145,2025-09-20T09:16:00
exp_12558,trip_3664,driver_23,Parking,836,2025-09-20T13:16:00
exp_12559,trip_3664,driver_23,Parking,723,2025-09-21T03:16:00
exp_12560,trip_3665,driver_58,Miscellaneous,1333,2025-09-21T01:55:00
exp_12561,trip_3665,driver_58,FASTag Toll,353,2025-09-20T08:55:00
exp_12562,trip_3665,driver_58,Parking,1246,2025-09-20T05:55:00
exp_12563,trip_3665,driver_58,Miscellaneous,120,2025-09-20T13:55:00
exp_12564,trip_3666,driver_48,Fines,392,2025-09-20T17:25:00
exp_12565,trip_3666,driver_48,Fines,218,2025-09-20T18:25:00
exp_12566,trip_3666,driver_48,Food Allowance,690,2025-09-21T03:25:00
exp_12567,trip_3666,driver_48,Food Allowance,754,2025-09-20T10:25:00
exp_12568,trip_3667,driver_74,Parking,1321,2025-09-21T12:05:00
exp_12569,trip_3667,driver_74,Food Allowance,645,2025-09-21T12:05:00
exp_12570,trip_3667,driver_74,Food Allowance,1406,2025-09-22T01:05:00
exp_12571,trip_3668,driver_67,Miscellaneous,683,2025-09-21T14:25:00
exp_12572,trip_3668,driver_67,Food Allowance,144,2025-09-21T08:25:00
exp_12573,trip_3668,driver_67,Food Allowance,610,2025-09-21T10:25:00
exp_12574,trip_3669,driver_14,Food Allowance,443,2025-09-21T21:58:00
exp_12575,trip_3669,driver_14,Parking,611,2025-09-22T06:58:00
exp_12576,trip_3669,driver_14,Parking,1388,2025-09-22T01:58:00
exp_12577,trip_3670,driver_79,Fines,1181,2025-09-21T13:08:00
exp_12578,trip_3670,driver_79,Miscellaneous,1430,2025-09-22T06:08:00
exp_12579,trip_3670,driver_79,Fines,1303,2025-09-21T20:08:00
exp_12580,trip_3671,driver_79,Parking,415,2025-09-21T13:53:00
exp_12581,trip_3671,driver_79,Parking,337,2025-09-21T17:53:00
exp_12582,trip_3671,driver_79,Parking,1134,2025-09-21T17:53:00
exp_12583,trip_3671,driver_79,Food Allowance,727,2025-09-21T13:53:00
exp_12584,trip_3672,driver_70,Miscellaneous,962,2025-09-21T10:25:00
exp_12585,trip_3672,driver_70,Food Allowance,1276,2025-09-21T06:25:00
exp_12586,trip_3672,driver_70,Parking,1107,2025-09-21T10:25:00
exp_12587,trip_3672,driver_70,Parking,807,2025-09-21T15:25:00
exp_12588,trip_3673,driver_25,FASTag Toll,461,2025-09-22T00:14:00
exp_12589,trip_3673,driver_25,Fines,783,2025-09-21T10:14:00
exp_12590,trip_3673,driver_25,Miscellaneous,1270,2025-09-22T09:14:00
exp_12591,trip_3674,driver_56,Fines,334,2025-09-21T18:18:00
exp_12592,trip_3674,driver_56,Fines,487,2025-09-21T17:18:00
exp_12593,trip_3674,driver_56,Fines,640,2025-09-21T23:18:00
exp_12594,trip_3675,driver_73,Parking,407,2025-09-21T05:49:00
exp_12595,trip_3675,driver_73,Fines,678,2025-09-21T06:49:00
exp_12596,trip_3675,driver_73,Fines,239,2025-09-21T13:49:00
exp_12597,trip_3676,driver_19,Fines,162,2025-09-21T17:58:00
exp_12598,trip_3676,driver_19,FASTag Toll,620,2025-09-21T18:58:00
exp_12599,trip_3676,driver_19,Miscellaneous,700,2025-09-21T20:58:00
exp_12600,trip_3677,driver_30,Food Allowance,168,2025-09-21T22:45:00
exp_12601,trip_3677,driver_30,Fines,280,2025-09-22T00:45:00
exp_12602,trip_3677,driver_30,Miscellaneous,223,2025-09-22T05:45:00
exp_12603,trip_3677,driver_30,Miscellaneous,461,2025-09-21T23:45:00
exp_12604,trip_3678,driver_4,Parking,784,2025-09-21T12:50:00
exp_12605,trip_3678,driver_4,Parking,1362,2025-09-21T18:50:00
exp_12606,trip_3678,driver_4,Miscellaneous,464,2025-09-21T18:50:00
exp_12607,trip_3678,driver_4,Food Allowance,1088,2025-09-21T16:50:00
exp_12608,trip_3679,driver_37,Parking,439,2025-09-21T06:09:00
exp_12609,trip_3679,driver_37,Fines,701,2025-09-21T04:09:00
exp_12610,trip_3679,driver_37,FASTag Toll,1404,2025-09-21T08:09:00
exp_12611,trip_3680,driver_64,Fines,959,2025-09-22T12:15:00
exp_12612,trip_3680,driver_64,Food Allowance,1449,2025-09-22T15:15:00
exp_12613,trip_3680,driver_64,Food Allowance,373,2025-09-22T16:15:00
exp_12614,trip_3682,driver_40,Parking,755,2025-09-21T14:10:00
exp_12615,trip_3682,driver_40,Fines,302,2025-09-21T13:10:00
exp_12616,trip_3682,driver_40,FASTag Toll,853,2025-09-21T05:10:00
exp_12617,trip_3683,driver_69,FASTag Toll,174,2025-09-22T11:17:00
exp_12618,trip_3683,driver_69,Parking,551,2025-09-22T13:17:00
exp_12619,trip_3683,driver_69,Fines,282,2025-09-22T11:17:00
exp_12620,trip_3684,driver_21,Parking,231,2025-09-23T05:31:00
exp_12621,trip_3684,driver_21,Food Allowance,731,2025-09-23T10:31:00
exp_12622,trip_3684,driver_21,Fines,1255,2025-09-23T17:31:00
exp_12623,trip_3685,driver_78,Miscellaneous,118,2025-09-22T19:07:00
exp_12624,trip_3685,driver_78,Food Allowance,941,2025-09-23T04:07:00
exp_12625,trip_3685,driver_78,Fines,477,2025-09-22T23:07:00
exp_12626,trip_3685,driver_78,Parking,488,2025-09-22T23:07:00
exp_12627,trip_3686,driver_57,Fines,1226,2025-09-22T21:59:00
exp_12628,trip_3686,driver_57,Food Allowance,983,2025-09-22T16:59:00
exp_12629,trip_3686,driver_57,Fines,442,2025-09-22T19:59:00
exp_12630,trip_3687,driver_17,Food Allowance,456,2025-09-22T19:24:00
exp_12631,trip_3687,driver_17,FASTag Toll,828,2025-09-23T02:24:00
exp_12632,trip_3687,driver_17,Miscellaneous,965,2025-09-23T00:24:00
exp_12633,trip_3688,driver_76,Fines,797,2025-09-22T18:08:00
exp_12634,trip_3688,driver_76,FASTag Toll,1370,2025-09-23T09:08:00
exp_12635,trip_3688,driver_76,Food Allowance,306,2025-09-23T10:08:00
exp_12636,trip_3689,driver_44,Fines,1399,2025-09-22T13:43:00
exp_12637,trip_3689,driver_44,Miscellaneous,1343,2025-09-22T13:43:00
exp_12638,trip_3689,driver_44,Fines,151,2025-09-22T15:43:00
exp_12639,trip_3690,driver_58,Parking,272,2025-09-22T19:31:00
exp_12640,trip_3690,driver_58,Food Allowance,1144,2025-09-23T00:31:00
exp_12641,trip_3690,driver_58,Miscellaneous,521,2025-09-22T19:31:00
exp_12642,trip_3691,driver_33,FASTag Toll,1079,2025-09-23T06:11:00
exp_12643,trip_3691,driver_33,FASTag Toll,742,2025-09-23T06:11:00
exp_12644,trip_3691,driver_33,FASTag Toll,273,2025-09-23T09:11:00
exp_12645,trip_3692,driver_33,Parking,787,2025-09-22T21:51:00
exp_12646,trip_3692,driver_33,Fines,220,2025-09-22T08:51:00
exp_12647,trip_3692,driver_33,Food Allowance,497,2025-09-22T16:51:00
exp_12648,trip_3693,driver_72,Food Allowance,736,2025-09-22T10:48:00
exp_12649,trip_3693,driver_72,Fines,906,2025-09-22T10:48:00
exp_12650,trip_3693,driver_72,FASTag Toll,611,2025-09-23T00:48:00
exp_12651,trip_3693,driver_72,Parking,439,2025-09-22T23:48:00
exp_12652,trip_3694,driver_14,Fines,1017,2025-09-23T05:28:00
exp_12653,trip_3694,driver_14,Parking,261,2025-09-22T15:28:00
exp_12654,trip_3694,driver_14,Food Allowance,354,2025-09-22T05:28:00
exp_12655,trip_3695,driver_74,Parking,895,2025-09-23T17:07:00
exp_12656,trip_3695,driver_74,Fines,195,2025-09-22T19:07:00
exp_12657,trip_3695,driver_74,Food Allowance,225,2025-09-22T23:07:00
exp_12658,trip_3696,driver_41,Parking,373,2025-09-22T10:19:00
exp_12659,trip_3696,driver_41,FASTag Toll,1299,2025-09-23T05:19:00
exp_12660,trip_3696,driver_41,Food Allowance,1379,2025-09-23T07:19:00
exp_12661,trip_3696,driver_41,Fines,376,2025-09-22T08:19:00
exp_12662,trip_3697,driver_61,FASTag Toll,294,2025-09-23T12:16:00
exp_12663,trip_3697,driver_61,Miscellaneous,399,2025-09-23T09:16:00
exp_12664,trip_3697,driver_61,Parking,697,2025-09-23T13:16:00
exp_12665,trip_3697,driver_61,Miscellaneous,1302,2025-09-23T14:16:00
exp_12666,trip_3698,driver_43,FASTag Toll,1285,2025-09-24T20:47:00
exp_12667,trip_3698,driver_43,Parking,507,2025-09-24T05:47:00
exp_12668,trip_3698,driver_43,Miscellaneous,1222,2025-09-24T00:47:00
exp_12669,trip_3699,driver_49,Parking,1258,2025-09-24T17:53:00
exp_12670,trip_3699,driver_49,Parking,1336,2025-09-24T17:53:00
exp_12671,trip_3699,driver_49,Parking,353,2025-09-24T00:53:00
exp_12672,trip_3699,driver_49,Miscellaneous,905,2025-09-24T17:53:00
exp_12673,trip_3700,driver_67,Parking,1459,2025-09-24T00:33:00
exp_12674,trip_3700,driver_67,Miscellaneous,787,2025-09-24T04:33:00
exp_12675,trip_3700,driver_67,Fines,541,2025-09-24T14:33:00
exp_12676,trip_3700,driver_67,Food Allowance,746,2025-09-24T13:33:00
exp_12677,trip_3701,driver_1,Miscellaneous,873,2025-09-23T23:24:00
exp_12678,trip_3701,driver_1,Miscellaneous,367,2025-09-24T14:24:00
exp_12679,trip_3701,driver_1,Parking,1121,2025-09-24T10:24:00
exp_12680,trip_3702,driver_3,Parking,403,2025-09-23T21:58:00
exp_12681,trip_3702,driver_3,FASTag Toll,1094,2025-09-23T17:58:00
exp_12682,trip_3702,driver_3,Parking,366,2025-09-23T14:58:00
exp_12683,trip_3702,driver_3,Miscellaneous,931,2025-09-23T11:58:00
exp_12684,trip_3703,driver_59,Food Allowance,603,2025-09-23T03:40:00
exp_12685,trip_3703,driver_59,Food Allowance,479,2025-09-23T04:40:00
exp_12686,trip_3703,driver_59,Parking,791,2025-09-23T09:40:00
exp_12687,trip_3703,driver_59,FASTag Toll,886,2025-09-23T15:40:00
exp_12688,trip_3704,driver_73,Food Allowance,554,2025-09-24T04:00:00
exp_12689,trip_3704,driver_73,FASTag Toll,1430,2025-09-24T09:00:00
exp_12690,trip_3704,driver_73,Fines,455,2025-09-24T03:00:00
exp_12691,trip_3705,driver_52,Miscellaneous,557,2025-09-24T07:14:00
exp_12692,trip_3705,driver_52,Food Allowance,681,2025-09-24T04:14:00
exp_12693,trip_3705,driver_52,Parking,1269,2025-09-24T01:14:00
exp_12694,trip_3706,driver_79,Fines,1002,2025-09-24T09:19:00
exp_12695,trip_3706,driver_79,FASTag Toll,592,2025-09-24T06:19:00
exp_12696,trip_3706,driver_79,FASTag Toll,1024,2025-09-23T16:19:00
exp_12697,trip_3707,driver_40,Fines,330,2025-09-24T10:36:00
exp_12698,trip_3707,driver_40,Food Allowance,882,2025-09-24T09:36:00
exp_12699,trip_3707,driver_40,FASTag Toll,1463,2025-09-23T22:36:00
exp_12700,trip_3707,driver_40,Parking,600,2025-09-23T18:36:00
exp_12701,trip_3709,driver_46,FASTag Toll,1370,2025-09-25T02:55:00
exp_12702,trip_3709,driver_46,Parking,1207,2025-09-24T12:55:00
exp_12703,trip_3709,driver_46,Parking,1349,2025-09-23T19:55:00
exp_12704,trip_3710,driver_45,Parking,1092,2025-09-24T09:09:00
exp_12705,trip_3710,driver_45,Food Allowance,857,2025-09-24T00:09:00
exp_12706,trip_3710,driver_45,Miscellaneous,1400,2025-09-23T14:09:00
exp_12707,trip_3711,driver_2,FASTag Toll,684,2025-09-23T01:34:00
exp_12708,trip_3711,driver_2,Miscellaneous,283,2025-09-23T01:34:00
exp_12709,trip_3711,driver_2,Parking,1055,2025-09-23T02:34:00
exp_12710,trip_3711,driver_2,Miscellaneous,1403,2025-09-23T07:34:00
exp_12711,trip_3712,driver_20,Parking,1278,2025-09-23T23:17:00
exp_12712,trip_3712,driver_20,Miscellaneous,1009,2025-09-24T10:17:00
exp_12713,trip_3712,driver_20,Fines,1472,2025-09-24T03:17:00
exp_12714,trip_3714,driver_64,Miscellaneous,1135,2025-09-24T13:44:00
exp_12715,trip_3714,driver_64,Parking,491,2025-09-24T22:44:00
exp_12716,trip_3714,driver_64,Miscellaneous,595,2025-09-24T23:44:00
exp_12717,trip_3714,driver_64,Food Allowance,497,2025-09-24T17:44:00
exp_12718,trip_3715,driver_10,Fines,1113,2025-09-25T01:11:00
exp_12719,trip_3715,driver_10,FASTag Toll,1194,2025-09-25T05:11:00
exp_12720,trip_3715,driver_10,Parking,1401,2025-09-25T15:11:00
exp_12721,trip_3716,driver_47,Miscellaneous,294,2025-09-24T20:24:00
exp_12722,trip_3716,driver_47,FASTag Toll,596,2025-09-24T17:24:00
exp_12723,trip_3716,driver_47,Fines,675,2025-09-24T23:24:00
exp_12724,trip_3717,driver_78,Food Allowance,1069,2025-09-25T08:58:00
exp_12725,trip_3717,driver_78,Food Allowance,109,2025-09-25T15:58:00
exp_12726,trip_3717,driver_78,Miscellaneous,566,2025-09-25T12:58:00
exp_12727,trip_3717,driver_78,FASTag Toll,391,2025-09-25T19:58:00
exp_12728,trip_3718,driver_23,Parking,783,2025-09-24T21:14:00
exp_12729,trip_3718,driver_23,Parking,822,2025-09-24T20:14:00
exp_12730,trip_3718,driver_23,Fines,926,2025-09-25T08:14:00
exp_12731,trip_3718,driver_23,Miscellaneous,1117,2025-09-24T19:14:00
exp_12732,trip_3719,driver_50,Fines,963,2025-09-24T15:34:00
exp_12733,trip_3719,driver_50,FASTag Toll,1392,2025-09-24T11:34:00
exp_12734,trip_3719,driver_50,Fines,760,2025-09-24T06:34:00
exp_12735,trip_3719,driver_50,Fines,1000,2025-09-24T15:34:00
exp_12736,trip_3720,driver_40,Parking,1131,2025-09-25T00:33:00
exp_12737,trip_3720,driver_40,Fines,1111,2025-09-24T21:33:00
exp_12738,trip_3720,driver_40,Parking,1488,2025-09-24T23:33:00
exp_12739,trip_3721,driver_28,Parking,1497,2025-09-25T06:27:00
exp_12740,trip_3721,driver_28,FASTag Toll,1459,2025-09-25T18:27:00
exp_12741,trip_3721,driver_28,FASTag Toll,439,2025-09-25T21:27:00
exp_12742,trip_3722,driver_79,Parking,400,2025-09-24T19:30:00
exp_12743,trip_3722,driver_79,Miscellaneous,263,2025-09-24T20:30:00
exp_12744,trip_3722,driver_79,Fines,1499,2025-09-24T21:30:00
exp_12745,trip_3723,driver_5,Miscellaneous,1121,2025-09-24T13:39:00
exp_12746,trip_3723,driver_5,FASTag Toll,844,2025-09-24T13:39:00
exp_12747,trip_3723,driver_5,Food Allowance,112,2025-09-24T14:39:00
exp_12748,trip_3724,driver_43,FASTag Toll,1087,2025-09-24T19:33:00
exp_12749,trip_3724,driver_43,Food Allowance,140,2025-09-24T18:33:00
exp_12750,trip_3724,driver_43,Parking,672,2025-09-25T00:33:00
exp_12751,trip_3725,driver_7,FASTag Toll,1218,2025-09-24T13:41:00
exp_12752,trip_3725,driver_7,Fines,284,2025-09-24T09:41:00
exp_12753,trip_3725,driver_7,Parking,582,2025-09-24T07:41:00
exp_12754,trip_3725,driver_7,Food Allowance,1023,2025-09-24T15:41:00
exp_12755,trip_3726,driver_48,Food Allowance,546,2025-09-25T11:28:00
exp_12756,trip_3726,driver_48,Parking,831,2025-09-25T10:28:00
exp_12757,trip_3726,driver_48,Parking,1052,2025-09-25T13:28:00
exp_12758,trip_3726,driver_48,Parking,1408,2025-09-25T02:28:00
exp_12759,trip_3727,driver_56,Fines,877,2025-09-24T14:53:00
exp_12760,trip_3727,driver_56,Food Allowance,1407,2025-09-25T03:53:00
exp_12761,trip_3727,driver_56,Fines,1251,2025-09-24T18:53:00
exp_12762,trip_3727,driver_56,FASTag Toll,753,2025-09-24T02:53:00
exp_12763,trip_3728,driver_71,Parking,238,2025-09-26T02:14:00
exp_12764,trip_3728,driver_71,Miscellaneous,918,2025-09-26T03:14:00
exp_12765,trip_3728,driver_71,Food Allowance,156,2025-09-26T04:14:00
exp_12766,trip_3728,driver_71,Fines,236,2025-09-26T01:14:00
exp_12767,trip_3729,driver_3,Food Allowance,181,2025-09-26T12:31:00
exp_12768,trip_3729,driver_3,Parking,337,2025-09-25T18:31:00
exp_12769,trip_3729,driver_3,Fines,1121,2025-09-26T15:31:00
exp_12770,trip_3729,driver_3,Miscellaneous,1287,2025-09-26T12:31:00
exp_12771,trip_3730,driver_2,Food Allowance,176,2025-09-26T06:45:00
exp_12772,trip_3730,driver_2,FASTag Toll,679,2025-09-26T07:45:00
exp_12773,trip_3730,driver_2,Fines,300,2025-09-25T21:45:00
exp_12774,trip_3731,driver_48,FASTag Toll,1450,2025-09-25T17:57:00
exp_12775,trip_3731,driver_48,Fines,949,2025-09-25T12:57:00
exp_12776,trip_3731,driver_48,Miscellaneous,1321,2025-09-25T12:57:00
exp_12777,trip_3732,driver_9,Parking,819,2025-09-25T03:56:00
exp_12778,trip_3732,driver_9,Fines,141,2025-09-25T02:56:00
exp_12779,trip_3732,driver_9,Fines,476,2025-09-25T03:56:00
exp_12780,trip_3733,driver_75,Food Allowance,551,2025-09-25T12:47:00
exp_12781,trip_3733,driver_75,Food Allowance,224,2025-09-25T11:47:00
exp_12782,trip_3733,driver_75,Food Allowance,634,2025-09-25T13:47:00
exp_12783,trip_3733,driver_75,Fines,969,2025-09-25T12:47:00
exp_12784,trip_3734,driver_63,Fines,1337,2025-09-25T15:24:00
exp_12785,trip_3734,driver_63,Miscellaneous,1132,2025-09-25T22:24:00
exp_12786,trip_3734,driver_63,Food Allowance,1484,2025-09-25T23:24:00
exp_12787,trip_3734,driver_63,Fines,519,2025-09-25T14:24:00
exp_12788,trip_3735,driver_22,Food Allowance,478,2025-09-25T22:48:00
exp_12789,trip_3735,driver_22,Parking,645,2025-09-26T08:48:00
exp_12790,trip_3735,driver_22,Food Allowance,692,2025-09-25T23:48:00
exp_12791,trip_3735,driver_22,Miscellaneous,728,2025-09-25T10:48:00
exp_12792,trip_3736,driver_36,Food Allowance,1466,2025-09-26T01:50:00
exp_12793,trip_3736,driver_36,Parking,1021,2025-09-25T21:50:00
exp_12794,trip_3736,driver_36,Food Allowance,642,2025-09-25T21:50:00
exp_12795,trip_3737,driver_30,FASTag Toll,881,2025-09-26T01:47:00
exp_12796,trip_3737,driver_30,Food Allowance,1246,2025-09-25T14:47:00
exp_12797,trip_3737,driver_30,FASTag Toll,777,2025-09-25T15:47:00
exp_12798,trip_3737,driver_30,Food Allowance,401,2025-09-25T22:47:00
exp_12799,trip_3738,driver_63,Food Allowance,1243,2025-09-25T09:30:00
exp_12800,trip_3738,driver_63,Miscellaneous,160,2025-09-25T03:30:00
exp_12801,trip_3738,driver_63,Miscellaneous,1126,2025-09-25T07:30:00
exp_12802,trip_3738,driver_63,Parking,837,2025-09-25T08:30:00
exp_12803,trip_3739,driver_78,Food Allowance,702,2025-09-25T04:18:00
exp_12804,trip_3739,driver_78,Miscellaneous,738,2025-09-25T09:18:00
exp_12805,trip_3739,driver_78,Miscellaneous,272,2025-09-25T13:18:00
exp_12806,trip_3740,driver_47,FASTag Toll,977,2025-09-25T23:27:00
exp_12807,trip_3740,driver_47,Food Allowance,1034,2025-09-25T18:27:00
exp_12808,trip_3740,driver_47,Miscellaneous,950,2025-09-26T02:27:00
exp_12809,trip_3741,driver_38,FASTag Toll,519,2025-09-25T21:07:00
exp_12810,trip_3741,driver_38,Food Allowance,1385,2025-09-25T22:07:00
exp_12811,trip_3741,driver_38,Miscellaneous,431,2025-09-25T23:07:00
exp_12812,trip_3741,driver_38,Miscellaneous,1248,2025-09-25T23:07:00
exp_12813,trip_3742,driver_71,Food Allowance,640,2025-09-25T04:00:00
exp_12814,trip_3742,driver_71,Fines,1261,2025-09-25T08:00:00
exp_12815,trip_3742,driver_71,Fines,1083,2025-09-25T17:00:00
exp_12816,trip_3742,driver_71,Parking,1369,2025-09-25T08:00:00
exp_12817,trip_3743,driver_36,Parking,386,2025-09-25T14:54:00
exp_12818,trip_3743,driver_36,Food Allowance,968,2025-09-25T13:54:00
exp_12819,trip_3743,driver_36,Miscellaneous,545,2025-09-25T23:54:00
exp_12820,trip_3744,driver_15,Parking,703,2025-09-26T15:26:00
exp_12821,trip_3744,driver_15,FASTag Toll,1342,2025-09-26T17:26:00
exp_12822,trip_3744,driver_15,Miscellaneous,1153,2025-09-26T17:26:00
exp_12823,trip_3745,driver_76,Fines,1160,2025-09-27T01:17:00
exp_12824,trip_3745,driver_76,Miscellaneous,660,2025-09-27T10:17:00
exp_12825,trip_3745,driver_76,Miscellaneous,915,2025-09-26T16:17:00
exp_12826,trip_3746,driver_23,FASTag Toll,1011,2025-09-26T22:22:00
