id,vehicle_id,driver_id,client_id,origin,destination,distance_km,dispatch_time,eta,actual_arrival,status,revenue
trip_3998,vehicle_24,driver_51,client_30,Kanpur,Chennai,0,2025-10-13T18:10:00,2025-10-14T16:17:57.247461,,cancelled,0
trip_3999,vehicle_13,driver_51,client_9,Pune,Nagpur,442,2025-10-13T07:52:00,2025-10-13T15:14:59.624632,2025-10-13T15:38:59.624632,completed,20774
trip_4000,vehicle_67,driver_41,client_27,Kolkata,Noida,1402,2025-10-13T12:01:00,2025-10-14T15:13:58.693951,2025-10-14T15:19:58.693951,completed,77110
trip_4001,vehicle_39,driver_42,client_61,Gurugram,Vadodara,207,2025-10-14T05:12:00,2025-10-14T09:26:53.138217,2025-10-14T09:13:53.138217,completed,11385
trip_4002,vehicle_31,driver_15,client_17,Gurugram,Chandigarh,177,2025-10-14T23:12:00,2025-10-15T02:56:14.181969,2025-10-15T02:47:14.181969,completed,7611
trip_4003,vehicle_25,driver_22,client_35,Vadodara,Kanpur,247,2025-10-14T13:08:00,2025-10-14T17:53:46.467356,2025-10-14T18:04:46.467356,completed,11115
trip_4004,vehicle_28,driver_17,client_36,Vadodara,Chandigarh,1375,2025-10-14T09:33:00,2025-10-15T12:33:37.082350,2025-10-15T12:39:37.082350,completed,78375
trip_4005,vehicle_68,driver_9,client_68,Bhubaneswar,Pune,123,2025-10-14T00:27:00,2025-10-14T03:13:01.605460,2025-10-14T03:01:01.605460,completed,6150
trip_4006,vehicle_30,driver_78,client_16,Kanpur,Nagpur,389,2025-10-14T00:11:00,2025-10-14T07:23:30.026428,2025-10-14T07:04:30.026428,completed,16338
trip_4007,vehicle_28,driver_64,client_57,Patna,Gurugram,895,2025-10-14T10:40:00,2025-10-15T01:48:26.363613,2025-10-15T01:37:26.363613,completed,43855
trip_4008,vehicle_12,driver_16,client_36,Chandigarh,Hyderabad,723,2025-10-14T18:14:00,2025-10-15T09:07:00.590197,2025-10-15T09:05:00.590197,completed,41934
trip_4009,vehicle_34,driver_28,client_68,Jaipur,Jammu,168,2025-10-14T18:00:00,2025-10-14T20:59:32.040988,2025-10-14T20:58:32.040988,completed,8232
trip_4010,vehicle_67,driver_54,client_52,Delhi,Bhubaneswar,1072,2025-10-14T14:08:00,2025-10-15T13:59:10.512648,2025-10-15T14:11:10.512648,completed,66464
trip_4011,vehicle_30,driver_62,client_69,Ludhiana,Ludhiana,1322,2025-10-14T18:22:00,2025-10-16T02:35:43.456887,2025-10-16T02:43:43.456887,completed,92540
trip_4012,vehicle_55,driver_5,client_51,Ludhiana,Indore,1062,2025-10-14T14:48:00,2025-10-15T15:33:27.447280,2025-10-15T15:33:27.447280,completed,49914
trip_4013,vehicle_69,driver_44,client_36,Ludhiana,Delhi,1349,2025-10-14T03:08:00,2025-10-15T10:38:06.369174,2025-10-15T21:38:06.369174,delayed,78242
trip_4014,vehicle_60,driver_65,client_70,Hyderabad,Jammu,793,2025-10-14T09:32:00,2025-10-15T00:42:02.199906,2025-10-15T00:35:02.199906,completed,34892
trip_4015,vehicle_63,driver_58,client_49,Indore,Ludhiana,384,2025-10-15T00:38:00,2025-10-15T09:49:34.081126,2025-10-15T09:58:34.081126,completed,24960
trip_4016,vehicle_16,driver_80,client_68,Ludhiana,Jaipur,814,2025-10-15T04:25:00,2025-10-16T00:03:52.194468,2025-10-15T23:46:52.194468,completed,35002
trip_4017,vehicle_40,driver_66,client_3,Hyderabad,Hyderabad,928,2025-10-15T02:21:00,2025-10-15T20:26:21.996599,2025-10-15T20:08:21.996599,completed,50112
trip_4018,vehicle_63,driver_61,client_52,Ranchi,Delhi,209,2025-10-15T21:22:00,2025-10-16T00:52:20.866763,2025-10-16T01:03:20.866763,completed,10868
trip_4019,vehicle_27,driver_6,client_23,Bhubaneswar,Nagpur,1260,2025-10-15T11:14:00,2025-10-16T18:12:35.013971,2025-10-16T18:20:35.013971,completed,59220
trip_4020,vehicle_38,driver_77,client_48,Gurugram,Jammu,127,2025-10-15T20:35:00,2025-10-15T22:50:19.486063,2025-10-15T23:16:19.486063,completed,5334
trip_4021,vehicle_56,driver_32,client_55,Surat,Mumbai,1193,2025-10-15T14:53:00,2025-10-16T12:52:00.415596,2025-10-16T12:52:00.415596,completed,54878
trip_4022,vehicle_24,driver_53,client_39,Chandigarh,Kanpur,418,2025-10-15T12:19:00,2025-10-15T20:02:27.858412,2025-10-15T20:13:27.858412,completed,18810
trip_4023,vehicle_1,driver_38,client_61,Ranchi,Chandigarh,1446,2025-10-15T14:56:00,2025-10-16T22:18:35.581750,2025-10-16T22:30:35.581750,completed,101220
trip_4024,vehicle_36,driver_44,client_29,Lucknow,Vadodara,1496,2025-10-15T23:09:00,2025-10-17T09:58:06.623404,2025-10-17T09:47:06.623404,completed,98736
trip_4025,vehicle_30,driver_15,client_66,Jaipur,Coimbatore,248,2025-10-15T00:06:00,2025-10-15T04:35:58.042461,2025-10-15T04:29:58.042461,completed,15376
trip_4026,vehicle_15,driver_36,client_34,Chennai,Lucknow,851,2025-10-15T01:26:00,2025-10-15T16:24:19.896106,2025-10-15T16:24:19.896106,completed,51911
trip_4027,vehicle_62,driver_66,client_26,Bhubaneswar,Chennai,606,2025-10-16T15:36:00,2025-10-17T02:26:42.394676,2025-10-17T02:37:42.394676,completed,42420
trip_4028,vehicle_49,driver_48,client_80,Delhi,Gurugram,1027,2025-10-16T00:42:00,2025-10-17T00:13:08.420349,2025-10-16T23:44:08.420349,completed,45188
trip_4029,vehicle_5,driver_28,client_25,Indore,Kanpur,0,2025-10-16T09:11:00,2025-10-16T13:40:39.515624,,cancelled,0
trip_4030,vehicle_32,driver_71,client_44,Ahmedabad,Noida,612,2025-10-16T03:27:00,2025-10-16T17:14:02.863608,2025-10-16T17:36:02.863608,completed,39168
trip_4031,vehicle_48,driver_14,client_34,Ludhiana,Bhubaneswar,840,2025-10-16T15:12:00,2025-10-17T07:09:09.632733,2025-10-17T07:30:09.632733,completed,42840
trip_4032,vehicle_9,driver_52,client_77,Ahmedabad,Pune,1461,2025-10-16T03:43:00,2025-10-17T06:03:30.555986,2025-10-17T06:24:30.555986,completed,92043
trip_4033,vehicle_48,driver_2,client_53,Nashik,Pune,444,2025-10-16T03:48:00,2025-10-16T12:49:11.692494,2025-10-16T13:14:11.692494,completed,26640
trip_4034,vehicle_15,driver_9,client_14,Pune,Bhopal,101,2025-10-16T00:23:00,2025-10-16T02:39:50.338957,2025-10-16T02:15:50.338957,completed,6666
trip_4035,vehicle_51,driver_1,client_13,Kolkata,Nagpur,0,2025-10-16T22:34:00,2025-10-17T13:42:21.490162,,cancelled,0
trip_4036,vehicle_33,driver_77,client_19,Indore,Kolkata,539,2025-10-16T23:58:00,2025-10-17T09:40:28.827124,2025-10-17T09:22:28.827124,completed,22638
trip_4037,vehicle_66,driver_76,client_12,Delhi,Chennai,467,2025-10-16T05:11:00,2025-10-16T13:26:17.956700,2025-10-16T13:47:17.956700,completed,31756
trip_4038,vehicle_46,driver_5,client_22,Delhi,Kolkata,735,2025-10-16T10:11:00,2025-10-17T01:26:30.908668,2025-10-17T11:26:30.908668,delayed,48510
trip_4039,vehicle_63,driver_4,client_72,Chennai,Kolkata,1104,2025-10-16T04:50:00,2025-10-17T07:10:01.649452,2025-10-17T06:50:01.649452,completed,70656
trip_4040,vehicle_3,driver_49,client_69,Ranchi,Bengaluru,247,2025-10-16T10:39:00,2025-10-16T16:07:50.835709,2025-10-16T16:10:50.835709,completed,12597
trip_4041,vehicle_59,driver_73,client_37,Kanpur,Mumbai,938,2025-10-16T19:47:00,2025-10-17T13:54:32.143077,2025-10-17T13:56:32.143077,completed,54404
trip_4042,vehicle_58,driver_41,client_71,Kolkata,Chandigarh,859,2025-10-16T14:58:00,2025-10-17T10:15:41.550477,2025-10-17T10:38:41.550477,completed,40373
trip_4043,vehicle_58,driver_6,client_37,Ranchi,Bhopal,482,2025-10-17T09:00:00,2025-10-17T19:13:33.328367,2025-10-17T18:49:33.328367,completed,24582
trip_4044,vehicle_24,driver_40,client_63,Jammu,Vadodara,969,2025-10-17T04:02:00,2025-10-17T22:31:09.801882,2025-10-17T22:58:09.801882,completed,59109
trip_4045,vehicle_8,driver_48,client_53,Coimbatore,Jammu,1434,2025-10-17T07:21:00,2025-10-18T12:31:49.538436,2025-10-18T12:53:49.538436,completed,83172
trip_4046,vehicle_47,driver_41,client_8,Chandigarh,Chandigarh,1210,2025-10-17T17:19:00,2025-10-18T19:29:50.385523,2025-10-18T19:09:50.385523,completed,62920
trip_4047,vehicle_26,driver_12,client_41,Bhubaneswar,Nagpur,1051,2025-10-17T21:04:00,2025-10-18T15:26:38.747196,2025-10-18T22:26:38.747196,delayed,65162
trip_4048,vehicle_53,driver_24,client_75,Kanpur,Delhi,299,2025-10-17T08:58:00,2025-10-17T14:44:52.407602,2025-10-17T14:45:52.407602,completed,14651
trip_4049,vehicle_68,driver_6,client_32,Indore,Kolkata,572,2025-10-17T13:23:00,2025-10-17T22:56:13.246182,2025-10-17T22:59:13.246182,completed,27456
trip_4050,vehicle_40,driver_74,client_22,Noida,Nagpur,838,2025-10-17T23:17:00,2025-10-18T16:37:51.374175,2025-10-18T16:57:51.374175,completed,46928
trip_4051,vehicle_15,driver_42,client_27,Bhubaneswar,Nashik,143,2025-10-17T16:14:00,2025-10-17T18:49:28.033996,2025-10-17T18:26:28.033996,completed,7007
trip_4052,vehicle_14,driver_36,client_70,Coimbatore,Kanpur,1269,2025-10-17T00:09:00,2025-10-18T06:55:36.733858,2025-10-18T07:00:36.733858,completed,55836
trip_4053,vehicle_40,driver_20,client_37,Bengaluru,Lucknow,690,2025-10-17T09:41:00,2025-10-18T01:26:28.836396,2025-10-18T01:46:28.836396,completed,32430
trip_4054,vehicle_52,driver_48,client_48,Nashik,Bhubaneswar,326,2025-10-17T15:18:00,2025-10-17T21:54:39.373315,2025-10-17T21:42:39.373315,completed,17930
trip_4055,vehicle_25,driver_27,client_27,Ranchi,Bhopal,0,2025-10-17T12:34:00,2025-10-18T01:42:34.817010,,cancelled,0
trip_4056,vehicle_21,driver_74,client_10,Mumbai,Ludhiana,450,2025-10-18T18:01:00,2025-10-19T03:24:28.839408,2025-10-19T03:34:28.839408,completed,27000
trip_4057,vehicle_27,driver_9,client_42,Ranchi,Bengaluru,203,2025-10-18T18:27:00,2025-10-18T22:50:08.034606,2025-10-19T07:50:08.034606,delayed,8932
trip_4058,vehicle_52,driver_65,client_47,Delhi,Indore,0,2025-10-18T20:30:00,2025-10-19T10:00:18.174448,,cancelled,0
trip_4059,vehicle_16,driver_9,client_73,Nashik,Mumbai,1128,2025-10-18T04:48:00,2025-10-19T03:05:59.059053,2025-10-19T02:37:59.059053,completed,77832
trip_4060,vehicle_62,driver_17,client_38,Mumbai,Indore,156,2025-10-18T19:00:00,2025-10-18T22:49:32.232934,2025-10-18T22:30:32.232934,completed,7020
trip_4061,vehicle_64,driver_15,client_63,Lucknow,Kanpur,1005,2025-10-18T11:56:00,2025-10-19T08:48:15.840226,2025-10-19T08:58:15.840226,completed,54270
trip_4062,vehicle_27,driver_9,client_40,Surat,Jammu,844,2025-10-18T07:38:00,2025-10-19T00:55:58.734389,2025-10-19T01:03:58.734389,completed,52328
trip_4063,vehicle_4,driver_64,client_46,Chennai,Pune,499,2025-10-18T01:06:00,2025-10-18T09:41:11.369255,2025-10-18T09:39:11.369255,completed,25948
trip_4064,vehicle_29,driver_15,client_65,Kanpur,Jammu,531,2025-10-18T01:54:00,2025-10-18T13:58:56.666507,2025-10-18T14:04:56.666507,completed,22833
trip_4065,vehicle_61,driver_43,client_47,Delhi,Coimbatore,153,2025-10-18T23:20:00,2025-10-19T02:20:12.851644,2025-10-19T02:41:12.851644,completed,9639
trip_4066,vehicle_44,driver_39,client_2,Chandigarh,Mumbai,946,2025-10-18T16:14:00,2025-10-19T08:23:15.458972,2025-10-19T08:14:15.458972,completed,64328
trip_4067,vehicle_1,driver_10,client_27,Bengaluru,Gurugram,980,2025-10-18T05:47:00,2025-10-19T05:22:15.682817,2025-10-19T05:18:15.682817,completed,44100
trip_4068,vehicle_56,driver_64,client_22,Vadodara,Chennai,1391,2025-10-18T13:09:00,2025-10-19T12:31:28.765993,2025-10-19T12:42:28.765993,completed,72332
trip_4069,vehicle_31,driver_12,client_46,Kanpur,Bhubaneswar,1203,2025-10-18T14:20:00,2025-10-19T13:40:42.210342,2025-10-19T13:20:42.210342,completed,69774
trip_4070,vehicle_19,driver_47,client_4,Mumbai,Ahmedabad,768,2025-10-18T12:21:00,2025-10-19T03:31:25.211637,2025-10-19T03:39:25.211637,completed,51456
trip_4071,vehicle_17,driver_32,client_78,Chandigarh,Mumbai,1028,2025-10-18T20:16:00,2025-10-19T20:43:40.531189,2025-10-19T20:41:40.531189,completed,54484
trip_4072,vehicle_15,driver_58,client_70,Surat,Chennai,1243,2025-10-19T01:11:00,2025-10-20T08:09:42.313253,2025-10-20T08:09:42.313253,completed,69608
trip_4073,vehicle_8,driver_74,client_51,Ranchi,Ludhiana,431,2025-10-19T18:07:00,2025-10-20T02:59:50.630322,2025-10-20T02:49:50.630322,completed,25860
trip_4074,vehicle_50,driver_62,client_66,Noida,Kanpur,177,2025-10-19T06:34:00,2025-10-19T10:10:38.614966,2025-10-19T10:32:38.614966,completed,10089
trip_4075,vehicle_58,driver_13,client_56,Patna,Chennai,371,2025-10-19T19:40:00,2025-10-20T01:51:15.734228,2025-10-20T01:45:15.734228,completed,22631
trip_4076,vehicle_4,driver_5,client_77,Chennai,Kanpur,1071,2025-10-19T07:45:00,2025-10-20T04:36:54.478306,2025-10-20T05:02:54.478306,completed,59976
trip_4077,vehicle_33,driver_41,client_71,Hyderabad,Jaipur,702,2025-10-19T07:30:00,2025-10-19T22:50:48.644483,2025-10-19T23:05:48.644483,completed,44226
trip_4078,vehicle_36,driver_36,client_41,Nagpur,Delhi,265,2025-10-19T03:26:00,2025-10-19T09:41:08.564364,2025-10-19T09:37:08.564364,completed,14575
trip_4079,vehicle_23,driver_78,client_52,Jaipur,Coimbatore,651,2025-10-19T19:31:00,2025-10-20T09:31:42.953656,2025-10-20T09:02:42.953656,completed,30597
trip_4080,vehicle_35,driver_49,client_3,Kolkata,Bengaluru,842,2025-10-19T12:44:00,2025-10-20T03:35:11.943985,2025-10-20T03:33:11.943985,completed,36206
trip_4081,vehicle_10,driver_7,client_54,Bhopal,Nagpur,1232,2025-10-19T10:58:00,2025-10-20T15:07:06.182544,2025-10-20T14:44:06.182544,completed,77616
trip_4082,vehicle_14,driver_9,client_43,Coimbatore,Ahmedabad,347,2025-10-19T01:45:00,2025-10-19T08:17:17.847832,2025-10-19T08:45:17.847832,completed,18738
trip_4083,vehicle_59,driver_12,client_35,Nashik,Bengaluru,287,2025-10-19T13:19:00,2025-10-19T18:24:13.021742,2025-10-19T17:59:13.021742,completed,18942
trip_4084,vehicle_36,driver_42,client_13,Pune,Bhopal,101,2025-10-19T12:05:00,2025-10-19T14:24:42.129821,2025-10-19T14:28:42.129821,completed,5757
trip_4085,vehicle_32,driver_16,client_64,Gurugram,Ludhiana,545,2025-10-19T07:20:00,2025-10-19T17:44:37.698366,2025-10-19T18:08:37.698366,completed,31610
trip_4086,vehicle_32,driver_17,client_54,Patna,Jaipur,1132,2025-10-19T12:19:00,2025-10-20T14:48:51.742462,2025-10-20T14:52:51.742462,completed,52072
trip_4087,vehicle_70,driver_31,client_12,Nagpur,Bhopal,947,2025-10-20T05:33:00,2025-10-20T21:22:48.990819,2025-10-20T21:38:48.990819,completed,53979
trip_4088,vehicle_41,driver_46,client_65,Kanpur,Mumbai,272,2025-10-20T09:27:00,2025-10-20T15:52:07.913457,2025-10-20T16:20:07.913457,completed,12784
trip_4089,vehicle_51,driver_72,client_78,Chennai,Delhi,729,2025-10-20T16:05:00,2025-10-21T04:40:39.826495,2025-10-21T04:57:39.826495,completed,36450
trip_4090,vehicle_28,driver_4,client_23,Bengaluru,Jammu,1379,2025-10-20T14:24:00,2025-10-22T00:02:08.307775,2025-10-22T00:24:08.307775,completed,66192
trip_4091,vehicle_8,driver_61,client_21,Coimbatore,Indore,556,2025-10-20T16:24:00,2025-10-21T05:22:38.115048,2025-10-21T05:08:38.115048,completed,30580
trip_4092,vehicle_53,driver_5,client_79,Bengaluru,Kolkata,229,2025-10-20T20:55:00,2025-10-21T01:47:40.877911,2025-10-21T01:41:40.877911,completed,13282
trip_4093,vehicle_66,driver_28,client_70,Chennai,Bhopal,819,2025-10-20T07:26:00,2025-10-21T01:37:59.793034,2025-10-21T01:42:59.793034,completed,55692
trip_4094,vehicle_47,driver_22,client_41,Coimbatore,Ranchi,1198,2025-10-20T04:54:00,2025-10-21T02:21:52.752422,2025-10-21T02:10:52.752422,completed,50316
trip_4095,vehicle_19,driver_23,client_24,Vadodara,Gurugram,1267,2025-10-20T12:59:00,2025-10-21T13:02:20.096361,2025-10-21T13:31:20.096361,completed,84889
trip_4096,vehicle_28,driver_17,client_25,Noida,Pune,213,2025-10-20T18:17:00,2025-10-20T23:25:53.502127,2025-10-20T23:50:53.502127,completed,9585
trip_4097,vehicle_60,driver_63,client_22,Ranchi,Indore,985,2025-10-20T12:32:00,2025-10-21T09:43:43.254818,2025-10-21T09:30:43.254818,completed,64025
trip_4098,vehicle_28,driver_69,client_12,Noida,Kolkata,265,2025-10-20T09:33:00,2025-10-20T15:09:48.447213,2025-10-20T14:39:48.447213,completed,15635
trip_4099,vehicle_11,driver_24,client_23,Gurugram,Vadodara,964,2025-10-21T06:43:00,2025-10-22T01:04:38.371484,2025-10-22T01:19:38.371484,completed,61696
trip_4100,vehicle_36,driver_52,client_57,Jammu,Bengaluru,1093,2025-10-21T05:54:00,2025-10-22T00:19:33.651915,2025-10-22T00:15:33.651915,completed,65580
trip_4101,vehicle_37,driver_13,client_33,Delhi,Jaipur,1204,2025-10-21T03:28:00,2025-10-21T23:34:26.502131,2025-10-21T23:53:26.502131,completed,77056
trip_4102,vehicle_10,driver_60,client_38,Mumbai,Bhubaneswar,207,2025-10-21T20:58:00,2025-10-22T01:37:20.253811,2025-10-22T01:20:20.253811,completed,13869
trip_4103,vehicle_20,driver_66,client_40,Jaipur,Bhopal,1193,2025-10-21T15:49:00,2025-10-22T14:48:44.821137,2025-10-22T19:48:44.821137,delayed,71580
trip_4104,vehicle_13,driver_49,client_32,Patna,Coimbatore,1388,2025-10-21T05:43:00,2025-10-22T15:07:32.123483,2025-10-22T15:10:32.123483,completed,81892
trip_4105,vehicle_21,driver_16,client_46,Chennai,Gurugram,993,2025-10-21T19:50:00,2025-10-22T17:56:55.110944,2025-10-22T21:56:55.110944,delayed,55608
trip_4106,vehicle_10,driver_42,client_61,Kolkata,Bhubaneswar,422,2025-10-21T10:27:00,2025-10-21T19:04:59.180316,2025-10-21T19:20:59.180316,completed,21522
trip_4107,vehicle_52,driver_10,client_57,Jaipur,Nashik,1351,2025-10-21T14:38:00,2025-10-22T16:14:01.444266,2025-10-22T16:16:01.444266,completed,62146
trip_4108,vehicle_60,driver_74,client_26,Surat,Chandigarh,145,2025-10-21T04:59:00,2025-10-21T07:31:22.577827,2025-10-21T07:10:22.577827,completed,6815
trip_4109,vehicle_65,driver_11,client_50,Bhopal,Nashik,985,2025-10-21T06:30:00,2025-10-22T00:54:17.306189,2025-10-22T00:34:17.306189,completed,50235
trip_4110,vehicle_56,driver_76,client_34,Bhopal,Kolkata,1104,2025-10-21T22:46:00,2025-10-22T18:10:05.239507,2025-10-23T03:10:05.239507,delayed,58512
trip_4111,vehicle_68,driver_59,client_63,Delhi,Ahmedabad,1343,2025-10-21T20:31:00,2025-10-22T19:29:14.899202,2025-10-22T19:39:14.899202,completed,94010
trip_4112,vehicle_33,driver_8,client_19,Bengaluru,Gurugram,196,2025-10-22T21:07:00,2025-10-23T01:23:46.561518,2025-10-23T01:21:46.561518,completed,11368
trip_4113,vehicle_28,driver_80,client_57,Gurugram,Nashik,862,2025-10-22T11:13:00,2025-10-23T06:44:14.990144,2025-10-23T06:35:14.990144,completed,37066
trip_4114,vehicle_4,driver_2,client_19,Bhubaneswar,Pune,1475,2025-10-22T00:32:00,2025-10-23T04:13:12.087544,2025-10-23T04:27:12.087544,completed,81125
trip_4115,vehicle_70,driver_30,client_41,Indore,Ahmedabad,822,2025-10-22T05:27:00,2025-10-22T21:19:37.845531,2025-10-22T21:10:37.845531,completed,50142
trip_4116,vehicle_20,driver_12,client_32,Delhi,Ludhiana,865,2025-10-22T07:58:00,2025-10-22T22:48:51.456899,2025-10-22T22:52:51.456899,completed,43250
trip_4117,vehicle_59,driver_66,client_54,Ahmedabad,Lucknow,1212,2025-10-22T07:52:00,2025-10-23T09:12:22.194366,2025-10-23T09:33:22.194366,completed,60600
trip_4118,vehicle_15,driver_23,client_10,Surat,Surat,747,2025-10-22T14:50:00,2025-10-23T08:07:16.985713,2025-10-23T08:01:16.985713,completed,39591
trip_4119,vehicle_35,driver_65,client_68,Bhubaneswar,Delhi,416,2025-10-22T04:32:00,2025-10-22T14:04:49.811005,2025-10-22T13:58:49.811005,completed,25376
trip_4120,vehicle_36,driver_61,client_44,Nashik,Gurugram,771,2025-10-22T15:45:00,2025-10-23T05:34:59.033040,2025-10-23T05:36:59.033040,completed,47031
trip_4121,vehicle_20,driver_15,client_45,Mumbai,Bhopal,386,2025-10-22T00:05:00,2025-10-22T09:09:48.084123,2025-10-22T08:41:48.084123,completed,19686
trip_4122,vehicle_46,driver_52,client_38,Surat,Bhubaneswar,1308,2025-10-22T17:17:00,2025-10-24T01:47:46.666658,2025-10-24T09:47:46.666658,delayed,75864
trip_4123,vehicle_41,driver_4,client_46,Bhubaneswar,Kolkata,711,2025-10-22T13:13:00,2025-10-23T04:04:02.234051,2025-10-23T03:36:02.234051,completed,46215
trip_4124,vehicle_40,driver_44,client_49,Vadodara,Coimbatore,211,2025-10-22T09:23:00,2025-10-22T13:11:40.299462,2025-10-22T13:33:40.299462,completed,14348
trip_4125,vehicle_43,driver_24,client_35,Chandigarh,Vadodara,1371,2025-10-22T10:34:00,2025-10-23T10:22:02.055373,2025-10-23T10:42:02.055373,completed,75405
trip_4126,vehicle_62,driver_53,client_36,Surat,Mumbai,1148,2025-10-22T21:50:00,2025-10-23T21:36:45.719794,2025-10-23T21:15:45.719794,completed,63140
trip_4127,vehicle_11,driver_19,client_32,Nashik,Bhubaneswar,897,2025-10-22T08:36:00,2025-10-23T06:50:29.518848,2025-10-23T06:46:29.518848,completed,35880
trip_4128,vehicle_10,driver_67,client_8,Chennai,Delhi,1315,2025-10-23T04:50:00,2025-10-24T05:09:08.816734,2025-10-24T04:45:08.816734,completed,78900
trip_4129,vehicle_7,driver_75,client_3,Chennai,Ahmedabad,1255,2025-10-23T15:52:00,2025-10-24T16:02:36.073500,2025-10-24T15:34:36.073500,completed,51455
trip_4130,vehicle_12,driver_28,client_15,Pune,Chandigarh,419,2025-10-23T16:06:00,2025-10-24T01:04:13.146411,2025-10-24T01:08:13.146411,completed,21788
trip_4131,vehicle_44,driver_25,client_33,Kolkata,Chandigarh,689,2025-10-23T01:24:00,2025-10-23T15:49:26.596538,2025-10-23T15:26:26.596538,completed,35828
trip_4132,vehicle_3,driver_38,client_3,Lucknow,Indore,1122,2025-10-23T15:10:00,2025-10-24T10:20:09.410225,2025-10-24T09:54:09.410225,completed,76296
trip_4133,vehicle_7,driver_19,client_12,Gurugram,Jammu,531,2025-10-23T07:38:00,2025-10-23T16:58:05.176958,2025-10-23T17:12:05.176958,completed,25488
trip_4134,vehicle_41,driver_46,client_8,Surat,Pune,583,2025-10-23T01:36:00,2025-10-23T11:51:08.982333,2025-10-23T11:56:08.982333,completed,23903
trip_4135,vehicle_11,driver_53,client_58,Bengaluru,Bengaluru,935,2025-10-23T10:21:00,2025-10-24T05:49:55.662891,2025-10-24T05:41:55.662891,completed,47685
trip_4136,vehicle_45,driver_8,client_70,Chennai,Patna,1411,2025-10-23T21:44:00,2025-10-24T22:45:40.764702,2025-10-24T23:08:40.764702,completed,81838
trip_4137,vehicle_36,driver_10,client_22,Hyderabad,Indore,630,2025-10-23T01:43:00,2025-10-23T14:50:12.006836,2025-10-23T14:24:12.006836,completed,26460
trip_4138,vehicle_11,driver_75,client_49,Mumbai,Kolkata,418,2025-10-23T22:53:00,2025-10-24T07:48:20.200741,2025-10-24T08:02:20.200741,completed,16720
trip_4139,vehicle_64,driver_10,client_29,Bengaluru,Chennai,210,2025-10-23T14:16:00,2025-10-23T18:32:10.209177,2025-10-23T18:10:10.209177,completed,13230
trip_4140,vehicle_62,driver_11,client_71,Patna,Ahmedabad,191,2025-10-23T12:20:00,2025-10-23T15:55:31.450873,2025-10-23T16:13:31.450873,completed,9359
trip_4141,vehicle_17,driver_78,client_29,Vadodara,Hyderabad,1301,2025-10-24T15:51:00,2025-10-25T18:54:57.092791,2025-10-25T18:52:57.092791,completed,63749
trip_4142,vehicle_47,driver_62,client_22,Chandigarh,Mumbai,465,2025-10-24T23:46:00,2025-10-25T08:42:43.654688,2025-10-25T09:05:43.654688,completed,26040
trip_4143,vehicle_60,driver_48,client_2,Noida,Ludhiana,342,2025-10-24T15:45:00,2025-10-24T22:48:19.151338,2025-10-24T22:24:19.151338,completed,18468
trip_4144,vehicle_66,driver_38,client_69,Indore,Nashik,1073,2025-10-24T00:26:00,2025-10-24T22:41:05.563136,2025-10-24T22:45:05.563136,completed,51504
trip_4145,vehicle_52,driver_9,client_22,Jammu,Vadodara,1398,2025-10-24T11:55:00,2025-10-25T19:56:23.257202,2025-10-25T19:41:23.257202,completed,72696
trip_4146,vehicle_18,driver_75,client_2,Jaipur,Chennai,134,2025-10-24T02:20:00,2025-10-24T04:58:25.488023,2025-10-24T04:37:25.488023,completed,7772
trip_4147,vehicle_4,driver_41,client_56,Patna,Ahmedabad,1137,2025-10-24T05:36:00,2025-10-25T07:49:51.509094,2025-10-25T16:49:51.509094,delayed,73905
trip_4148,vehicle_9,driver_64,client_15,Nagpur,Jaipur,1232,2025-10-24T21:24:00,2025-10-25T20:41:28.344053,2025-10-25T21:07:28.344053,completed,57904
trip_4149,vehicle_23,driver_26,client_59,Hyderabad,Jammu,0,2025-10-24T19:27:00,2025-10-25T00:35:29.674152,,cancelled,0
trip_4150,vehicle_2,driver_12,client_13,Nagpur,Jaipur,387,2025-10-24T06:21:00,2025-10-24T14:35:32.328959,2025-10-24T14:07:32.328959,completed,19350
trip_4151,vehicle_57,driver_16,client_72,Kolkata,Lucknow,1486,2025-10-24T16:05:00,2025-10-25T20:22:23.947771,2025-10-25T20:07:23.947771,completed,74300
trip_4152,vehicle_23,driver_80,client_44,Nashik,Vadodara,1267,2025-10-24T18:18:00,2025-10-25T22:42:57.667476,2025-10-25T22:59:57.667476,completed,67151
trip_4153,vehicle_54,driver_78,client_73,Jaipur,Jammu,1376,2025-10-24T13:56:00,2025-10-25T14:09:13.538263,2025-10-25T14:24:13.538263,completed,59168
trip_4154,vehicle_11,driver_72,client_19,Patna,Hyderabad,934,2025-10-24T08:23:00,2025-10-25T03:41:06.662852,2025-10-25T04:07:06.662852,completed,46700
trip_4155,vehicle_50,driver_56,client_45,Kolkata,Jammu,1119,2025-10-24T00:38:00,2025-10-24T19:54:16.287282,2025-10-24T20:01:16.287282,completed,61545
trip_4156,vehicle_38,driver_56,client_21,Patna,Jaipur,1302,2025-10-25T03:05:00,2025-10-26T02:57:28.312380,2025-10-26T02:41:28.312380,completed,79422
trip_4157,vehicle_4,driver_36,client_60,Ludhiana,Kanpur,838,2025-10-25T05:09:00,2025-10-25T20:06:15.756411,2025-10-25T20:16:15.756411,completed,52794
