product_id,abc_class,service_level,lead_time,total_revenue,total_quantity,avg_daily_demand,annual_demand,demand_std_dev,unit_cost,z_score,safety_stock,reorder_point,eoq,holding_cost_per_unit,simulated_current_stock,days_to_stockout,reorder_urgency,stockout_probability,risk_category
90165B,C,0.9,14,84.22,33,0.0472,17.23,0.4137,2.5521,1.28,1.98,2.64,58.1,0.5104,4.82,102.06,0.0,0.0036,Low
35911B,C,0.9,14,84.0,40,0.0572,20.89,0.6487,2.1,1.28,3.11,3.91,70.52,0.42,6.91,120.75,0.0,0.0059,Low
84251F,C,0.9,14,83.97,341,0.4878,178.06,2.4427,0.2462,1.28,11.7,18.53,601.29,0.0492,30.46,62.43,0.0,0.0049,Low
90214E,C,0.9,14,83.67999999999999,70,0.1001,36.55,0.7523,1.1954,1.28,3.6,5.0,123.65,0.2391,5.41,53.98,0.0,0.0774,Medium
22928,C,0.9,14,83.27,13,0.0186,6.79,0.2416,6.4054,1.28,1.16,1.42,23.02,1.2811,0.82,44.08,0.4217,0.2681,Critical
79144B,C,0.9,14,82.84,178,0.2546,92.95,1.8445,0.4654,1.28,8.83,12.4,316.0,0.0931,13.16,51.68,0.0,0.0822,Medium
90190A,C,0.9,14,82.83000000000001,28,0.0401,14.62,0.2804,2.9582,1.28,1.34,1.9,49.71,0.5916,0.56,13.86,0.7085,0.5022,Critical
90002B,C,0.9,14,82.74,22,0.0315,11.49,0.2915,3.7609,1.28,1.4,1.84,39.08,0.7522,2.48,78.89,0.0,0.0306,Medium
84926F,C,0.9,14,82.68,54,0.0773,28.2,0.7718,1.5311,1.28,3.7,4.78,95.96,0.3062,1.69,21.93,0.6454,0.416,Critical
90162C,C,0.9,14,82.60000000000001,28,0.0401,14.62,0.423,2.95,1.28,2.03,2.59,49.78,0.59,2.77,69.17,0.0,0.0813,Medium
90199A,C,0.9,14,82.58999999999999,13,0.0186,6.79,0.1549,6.3531,1.28,0.74,1.0,23.11,1.2706,0.2,10.96,0.7967,0.5388,Critical
21699,C,0.9,14,82.44,108,0.1545,56.39,2.9042,0.7633,1.28,13.91,16.07,192.2,0.1527,10.75,69.6,0.3309,0.2146,Critical
22857,C,0.9,14,82.42,85,0.1216,44.38,1.7553,0.9696,1.28,8.41,10.11,151.28,0.1939,5.47,44.97,0.459,0.2832,Critical
22916,C,0.9,14,81.88,98,0.1402,51.17,1.3113,0.8355,1.28,6.28,8.24,175.0,0.1671,10.54,75.14,0.0,0.0403,Medium
22918,C,0.9,14,81.52,99,0.1416,51.7,1.3183,0.8234,1.28,6.31,8.3,177.17,0.1647,13.23,93.42,0.0,0.0113,Low
84927A,C,0.9,14,81.41,103,0.1474,53.78,4.739,0.7904,1.28,22.7,24.76,184.46,0.1581,5.17,35.1,0.7911,0.4304,Critical
72779,C,0.9,14,81.12,48,0.0687,25.06,0.6498,1.69,1.28,3.11,4.07,86.11,0.338,6.99,101.76,0.0,0.0066,Low
16201B,C,0.9,14,81.1,34,0.0486,17.75,0.9397,2.3853,1.28,4.5,5.18,61.0,0.4771,8.99,184.87,0.0,0.009,Low
90023,C,0.9,14,80.96000000000001,19,0.0272,9.92,0.2157,4.2611,1.28,1.03,1.41,34.12,0.8522,1.06,39.02,0.2497,0.1997,High
90166,C,0.9,14,80.89,19,0.0272,9.92,0.202,4.2574,1.28,0.97,1.35,34.13,0.8515,1.82,67.06,0.0,0.0282,Medium
22920,C,0.9,14,80.87,98,0.1402,51.17,1.2948,0.8252,1.28,6.2,8.16,176.09,0.165,7.06,50.37,0.135,0.1463,High
90018B,C,0.9,14,80.82000000000001,19,0.0272,9.92,0.1873,4.2537,1.28,0.9,1.28,34.15,0.8507,0.5,18.47,0.607,0.4312,Critical
71496A,C,0.9,14,80.81,133,0.1903,69.45,3.6946,0.6076,1.28,17.69,20.36,239.06,0.1215,22.48,118.17,0.0,0.0758,Medium
84596I,C,0.9,14,80.62,72,0.103,37.6,2.1373,1.1197,1.28,10.24,11.68,129.57,0.2239,3.08,29.94,0.7359,0.4187,Critical
17011E,C,0.9,14,80.60000000000001,124,0.1774,64.75,4.6901,0.65,1.28,22.46,24.95,223.18,0.13,44.13,248.78,0.0,0.0088,Low
90130B,C,0.9,14,80.04,27,0.0386,14.1,0.2979,2.9644,1.28,1.43,1.97,48.76,0.5929,3.65,94.55,0.0,0.0026,Low
90038A,C,0.9,14,79.65,21,0.03,10.97,0.2989,3.7929,1.28,1.43,1.85,38.02,0.7586,3.08,102.41,0.0,0.0088,Low
90089,C,0.9,14,79.61999999999999,85,0.1216,44.38,1.1156,0.9367,1.28,5.34,7.05,153.92,0.1873,8.23,67.72,0.0,0.0588,Medium
84795E,C,0.9,14,79.5,10,0.0143,5.22,0.1925,7.95,1.28,0.92,1.12,18.12,1.59,1.3,90.94,0.0,0.0632,Medium
21400,C,0.9,14,79.4,185,0.2647,96.6,2.2918,0.4292,1.28,10.98,14.68,335.47,0.0858,28.93,109.32,0.0,0.0016,Low
90138,C,0.9,14,78.73,15,0.0215,7.83,0.2027,5.2487,1.28,0.97,1.27,27.32,1.0497,0.73,33.83,0.429,0.2874,Critical
90099,C,0.9,14,78.69,22,0.0315,11.49,0.3105,3.5768,1.28,1.49,1.93,40.07,0.7154,0.47,14.96,0.7557,0.4896,Critical
79026B,C,0.9,14,78.64,44,0.0629,22.98,0.4028,1.7873,1.28,1.93,2.81,80.17,0.3575,3.28,52.13,0.0,0.0556,Medium
20796,C,0.9,14,78.22,37,0.0529,19.32,0.5551,2.1141,1.28,2.66,3.4,67.6,0.4228,2.46,46.54,0.2753,0.2034,Critical
22917,C,0.9,14,78.2,97,0.1388,50.65,1.2822,0.8062,1.28,6.14,8.08,177.24,0.1612,5.76,41.5,0.2876,0.2132,Critical
35931,C,0.9,14,78.11999999999999,156,0.2232,81.46,2.5298,0.5008,1.28,12.12,15.24,285.19,0.1002,1.73,7.75,0.8865,0.5586,Critical
84455,C,0.9,14,77.96,85,0.1216,44.38,1.0412,0.9172,1.28,4.99,6.69,155.55,0.1834,8.25,67.82,0.0,0.0465,Medium
72134,C,0.9,14,77.89,235,0.3362,122.71,4.4868,0.3314,1.28,21.49,26.2,430.25,0.0663,15.76,46.88,0.3983,0.2551,Critical
17090D,C,0.9,14,77.7,66,0.0944,34.46,0.7643,1.1773,1.28,3.66,4.98,120.98,0.2355,2.28,24.11,0.5431,0.3692,Critical
90019B,C,0.9,14,77.61,15,0.0215,7.83,0.188,5.174,1.28,0.9,1.2,27.51,1.0348,0.21,9.9,0.8232,0.5498,Critical
72821,C,0.9,14,77.55,47,0.0672,24.54,0.8187,1.65,1.28,3.92,4.86,86.24,0.33,3.85,57.29,0.2077,0.171,Critical
90123C,C,0.9,14,77.46000000000001,13,0.0186,6.79,0.2356,5.9585,1.28,1.13,1.39,23.87,1.1917,2.46,132.19,0.0,0.0063,Low
90179C,C,0.9,14,77.34,13,0.0186,6.79,0.1806,5.9492,1.28,0.86,1.13,23.89,1.1898,0.83,44.75,0.2603,0.1987,Critical
90202D,C,0.9,14,77.03000000000002,26,0.0372,13.58,0.4803,2.9627,1.28,2.3,2.82,47.87,0.5925,3.92,105.44,0.0,0.0292,Medium
21595,C,0.9,14,76.95,9,0.0129,4.7,0.1128,8.55,1.28,0.54,0.72,16.58,1.71,1.11,86.04,0.0,0.014,Low
90185A,C,0.9,14,76.75,18,0.0258,9.4,0.4275,4.2639,1.28,2.05,2.41,33.2,0.8528,1.74,67.64,0.2766,0.1939,Critical
84247H,C,0.9,14,76.68,31,0.0443,16.19,0.7138,2.4735,1.28,3.42,4.04,57.2,0.4947,6.71,151.3,0.0,0.0113,Low
84425A,C,0.9,14,76.6,18,0.0258,9.4,0.238,4.2556,1.28,1.14,1.5,33.23,0.8511,2.12,82.42,0.0,0.0239,Medium
90063A,C,0.9,14,76.48,9,0.0129,4.7,0.1645,8.4978,1.28,0.79,0.97,16.63,1.6996,1.13,87.4,0.0,0.0623,Medium
90026A,C,0.9,14,76.47,9,0.0129,4.7,0.1249,8.4967,1.28,0.6,0.78,16.63,1.6993,0.08,6.16,0.8981,0.5855,Critical
84874B,C,0.9,14,75.89999999999999,46,0.0658,24.02,0.4365,1.65,1.28,2.09,3.01,85.32,0.33,0.5,7.63,0.8333,0.6013,Critical
71510,C,0.9,14,75.53,125,0.1788,65.27,2.9709,0.6042,1.28,14.23,16.73,232.4,0.1208,33.17,185.51,0.0,0.0029,Low
21369,C,0.9,14,75.24,34,0.0486,17.75,0.9259,2.2129,1.28,4.43,5.12,63.34,0.4426,8.11,166.82,0.0,0.0159,Low
16161E,C,0.9,14,75.0,750,1.073,391.63,20.2224,0.1,1.28,96.85,111.87,1399.34,0.02,210.48,196.16,0.0,0.0049,Low
37399,C,0.9,14,75.0,143,0.2046,74.67,3.4818,0.5245,1.28,16.68,19.54,266.81,0.1049,35.45,173.29,0.0,0.0062,Low
90204,C,0.9,14,74.95,22,0.0315,11.49,0.2249,3.4068,1.28,1.08,1.52,41.06,0.6814,0.21,6.7,0.8612,0.6076,Critical
84661C,C,0.9,14,74.91,79,0.113,41.25,1.4364,0.9482,1.28,6.88,8.46,147.49,0.1896,13.58,120.13,0.0,0.0128,Low
84757,C,0.9,14,74.75,5,0.0072,2.61,0.0999,14.95,1.28,0.48,0.58,9.34,2.99,0.55,77.42,0.0428,0.1124,High
21267,C,0.9,14,74.6,24,0.0343,12.53,0.3614,3.1083,1.28,1.73,2.21,44.9,0.6217,3.54,103.07,0.0,0.0119,Low
20816,C,0.9,14,74.25,11,0.0157,5.74,0.3607,6.75,1.28,1.73,1.95,20.63,1.35,0.22,13.96,0.8872,0.5002,Critical
84388,C,0.9,14,74.25,45,0.0644,23.5,0.6469,1.65,1.28,3.1,4.0,84.38,0.33,2.59,40.23,0.3524,0.2427,Critical
90168,C,0.9,14,74.16000000000001,25,0.0358,13.05,0.3593,2.9664,1.28,1.72,2.22,46.91,0.5933,3.39,94.88,0.0,0.0157,Low
90205C,C,0.9,14,74.10000000000001,49,0.0701,25.59,1.5185,1.5122,1.28,7.27,8.25,91.98,0.3024,13.26,189.19,0.0,0.0153,Low
90100,C,0.9,14,73.95,29,0.0415,15.14,0.4345,2.55,1.28,2.08,2.66,54.49,0.51,3.4,81.96,0.0,0.0414,Medium
84744,C,0.9,14,73.76,58,0.083,30.29,0.8268,1.2717,1.28,3.96,5.12,109.12,0.2543,3.44,41.5,0.3276,0.2304,Critical
20664,C,0.9,14,73.75,25,0.0358,13.05,0.2983,2.95,1.28,1.43,1.93,47.04,0.59,1.33,37.2,0.3103,0.2286,Critical
20836,C,0.9,14,73.5,42,0.0601,21.93,0.8166,1.75,1.28,3.91,4.75,79.16,0.35,9.2,153.19,0.0,0.0031,Low
84899E,C,0.9,14,72.68,52,0.0744,27.15,0.6814,1.3977,1.28,3.26,4.31,98.56,0.2795,4.02,54.08,0.0655,0.1211,High
22921,C,0.9,14,72.42,85,0.1216,44.38,1.2033,0.852,1.28,5.76,7.47,161.39,0.1704,7.09,58.29,0.0505,0.1158,High
84447,C,0.9,14,72.42,69,0.0987,36.03,0.8991,1.0496,1.28,4.31,5.69,131.01,0.2099,6.54,66.23,0.0,0.0627,Medium
84427B,C,0.9,14,72.25,17,0.0243,8.88,0.4358,4.25,1.28,2.09,2.43,32.32,0.85,2.13,87.65,0.1219,0.136,High
90194,C,0.9,14,72.21,17,0.0243,8.88,0.2226,4.2476,1.28,1.07,1.41,32.33,0.8495,1.62,66.52,0.0,0.0626,Medium
84660A,C,0.9,14,71.81,17,0.0243,8.88,0.2527,4.2241,1.28,1.21,1.55,32.42,0.8448,1.43,58.76,0.0786,0.1248,High
21950,C,0.9,14,71.57999999999998,30,0.0429,15.67,9.6421,2.386,1.28,46.18,46.78,57.3,0.4772,78.16,1821.08,0.0,0.0158,Low
35937,C,0.9,14,71.44,188,0.269,98.17,2.592,0.38,1.28,12.41,16.18,359.4,0.076,29.56,109.92,0.0,0.0039,Low
84925C,C,0.9,14,71.39999999999999,28,0.0401,14.62,0.4363,2.55,1.28,2.09,2.65,53.54,0.51,4.96,123.8,0.0,0.0035,Low
44242B,C,0.9,14,71.25,57,0.0815,29.76,1.5442,1.25,1.28,7.4,8.54,109.11,0.25,10.01,122.72,0.0,0.0625,Medium
84751B,C,0.9,14,71.25,19,0.0272,9.92,0.3086,3.75,1.28,1.48,1.86,36.37,0.75,1.75,64.28,0.0599,0.1183,High
20698,C,0.9,14,71.1,30,0.0429,15.67,0.4261,2.37,1.28,2.04,2.64,57.49,0.474,3.8,88.62,0.0,0.0223,Medium
90162A,C,0.9,14,70.80000000000001,24,0.0343,12.53,0.3807,2.95,1.28,1.82,2.3,46.09,0.59,3.9,113.6,0.0,0.0082,Low
20958,C,0.9,14,70.5,38,0.0544,19.84,0.6126,1.8553,1.28,2.93,3.69,73.13,0.3711,4.32,79.5,0.0,0.0602,Medium
72801d,C,0.9,14,70.28,28,0.0401,14.62,0.3687,2.51,1.28,1.77,2.33,53.97,0.502,3.33,83.05,0.0,0.0225,Medium
47343A,C,0.9,14,70.03,47,0.0672,24.54,0.716,1.49,1.28,3.43,4.37,90.75,0.298,6.66,99.09,0.0,0.0164,Low
90214R,C,0.9,14,69.97,55,0.0787,28.72,0.604,1.2722,1.28,2.89,3.99,106.24,0.2544,5.53,70.32,0.0,0.025,Medium
84613A,C,0.9,14,69.75,15,0.0215,7.83,0.2473,4.65,1.28,1.18,1.48,29.02,0.93,2.25,105.0,0.0,0.0174,Low
84510E,C,0.9,14,69.48,114,0.1631,59.53,3.7853,0.6095,1.28,18.13,20.41,220.99,0.1219,10.13,62.13,0.5036,0.2897,Critical
72140F,C,0.9,14,69.18,175,0.2504,91.38,3.0734,0.3953,1.28,14.72,18.22,339.97,0.0791,19.08,76.21,0.0,0.0878,Medium
84509a,C,0.9,14,68.9,9,0.0129,4.7,0.1645,7.6556,1.28,0.79,0.97,17.52,1.5311,1.18,91.55,0.0,0.0524,Medium
37509,C,0.9,14,68.85,27,0.0386,14.1,0.3211,2.55,1.28,1.54,2.08,52.58,0.51,0.22,5.63,0.8953,0.606,Critical
21368,C,0.9,14,68.75999999999999,38,0.0544,19.84,0.9193,1.8095,1.28,4.4,5.16,74.05,0.3619,8.91,163.99,0.0,0.0089,Low
90024C,C,0.9,14,68.16,8,0.0114,4.18,0.1064,8.52,1.28,0.51,0.67,15.66,1.704,0.84,73.71,0.0,0.0431,Medium
90177D,C,0.9,14,68.15,23,0.0329,12.01,0.3433,2.963,1.28,1.64,2.1,45.02,0.5926,0.73,22.09,0.6546,0.4179,Critical
90018C,C,0.9,14,68.11,16,0.0229,8.35,0.2195,4.2569,1.28,1.05,1.37,31.33,0.8514,2.26,98.95,0.0,0.009,Low
90003C,C,0.9,14,68.07,18,0.0258,9.4,0.2664,3.7817,1.28,1.28,1.64,35.25,0.7563,2.39,92.93,0.0,0.0207,Medium
84857A,C,0.9,14,68.0,8,0.0114,4.18,0.207,8.5,1.28,0.99,1.15,15.68,1.7,1.77,155.04,0.0,0.0186,Low
90121B,C,0.9,14,68.0,16,0.0229,8.35,0.2442,4.25,1.28,1.17,1.49,31.35,0.85,1.26,55.0,0.1551,0.1522,High
90039C,C,0.9,14,67.98,18,0.0258,9.4,0.4659,3.7767,1.28,2.23,2.59,35.28,0.7553,4.47,173.43,0.0,0.0093,Low
85114b,C,0.9,14,67.9,20,0.0286,10.44,0.3736,3.395,1.28,1.79,2.19,39.22,0.679,1.94,67.86,0.1133,0.1351,High
84549,C,0.9,14,67.89,37,0.0529,19.32,0.6021,1.8349,1.28,2.88,3.62,72.56,0.367,4.29,81.08,0.0,0.0575,Medium
84864A,C,0.9,14,67.71000000000001,7,0.01,3.66,0.1463,9.6729,1.28,0.7,0.84,13.75,1.9346,0.09,8.5,0.8988,0.5401,Critical
90189A,C,0.9,14,67.64,9,0.0129,4.7,0.146,7.5156,1.28,0.7,0.88,17.68,1.5031,1.17,90.54,0.0,0.0356,Medium
84926B,C,0.9,14,67.5,54,0.0773,28.2,1.1253,1.25,1.28,5.39,6.47,106.2,0.25,9.48,122.67,0.0,0.0231,Medium
84415B,C,0.9,14,67.5,18,0.0258,9.4,0.3459,3.75,1.28,1.66,2.02,35.4,0.75,2.38,92.25,0.0,0.0598,Medium
90069,C,0.9,14,67.5,9,0.0129,4.7,0.236,7.5,1.28,1.13,1.31,17.7,1.5,1.37,106.22,0.0,0.0894,Medium
90149,C,0.9,14,67.5,9,0.0129,4.7,0.1645,7.5,1.28,0.79,0.97,17.7,1.5,1.59,123.22,0.0,0.0112,Low
84465,C,0.9,14,67.01,22,0.0315,11.49,0.2548,3.0459,1.28,1.22,1.66,43.43,0.6092,2.32,73.59,0.0,0.0246,Medium
90059D,C,0.9,14,66.98,40,0.0572,20.89,0.4538,1.6745,1.28,2.17,2.97,78.97,0.3349,1.87,32.66,0.3717,0.2647,Critical
72045D,C,0.9,14,66.89,35,0.0501,18.28,0.9449,1.9111,1.28,4.53,5.23,69.15,0.3822,10.05,200.65,0.0,0.0041,Low
72133,C,0.9,14,66.62,70,0.1001,36.55,1.0428,0.9517,1.28,4.99,6.4,138.58,0.1903,9.23,92.22,0.0,0.0223,Medium
90165A,C,0.9,14,66.51,26,0.0372,13.58,0.3879,2.5581,1.28,1.86,2.38,51.51,0.5116,4.7,126.43,0.0,0.002,Low
85072,C,0.9,14,66.0,120,0.1717,62.66,4.5388,0.55,1.28,21.74,24.14,238.67,0.11,46.96,273.57,0.0,0.0043,Low
84340,C,0.9,14,65.76,21,0.03,10.97,0.2989,3.1314,1.28,1.43,1.85,41.84,0.6263,3.42,113.81,0.0,0.0037,Low
84493,C,0.9,14,65.75999999999999,575,0.8226,300.25,37.1636,0.1144,1.28,177.99,189.5,1145.72,0.0229,290.93,353.67,0.0,0.0222,Low
90030C,C,0.9,14,65.54,11,0.0157,5.74,0.2169,5.9582,1.28,1.04,1.26,21.95,1.1916,1.58,100.63,0.0,0.0465,Medium
90088,C,0.9,14,65.45,76,0.1087,39.69,1.2552,0.8612,1.28,6.01,7.53,151.79,0.1722,3.22,29.6,0.5729,0.359,Critical
gift_0001_40,C,0.9,14,65.39,2,0.0029,1.04,0.0535,32.695,1.28,0.26,0.3,4.0,6.539,0.34,117.17,0.0,0.07,Medium
84989a,C,0.9,14,65.19,33,0.0472,17.23,0.385,1.9755,1.28,1.84,2.5,66.04,0.3951,3.89,82.46,0.0,0.0124,Low
16256C,C,0.9,14,65.10000000000001,155,0.2217,80.94,2.6594,0.42,1.28,12.74,15.84,310.41,0.084,17.26,77.84,0.0,0.0774,Medium
84705A,C,0.9,14,65.10000000000001,14,0.02,7.31,0.2198,4.65,1.28,1.05,1.33,28.04,0.93,2.33,116.45,0.0,0.0063,Low
90130A,C,0.9,14,65.01,22,0.0315,11.49,0.3537,2.955,1.28,1.69,2.13,44.09,0.591,0.66,20.91,0.6917,0.4347,Critical
21089,C,0.9,14,64.85000000000001,92,0.1316,48.04,1.0917,0.7049,1.28,5.23,7.07,184.6,0.141,5.83,44.26,0.1762,0.1648,High
16020C,C,0.9,14,64.6,76,0.1087,39.69,0.8939,0.85,1.28,4.28,5.8,152.79,0.17,6.16,56.65,0.0,0.0828,Medium
90181A,C,0.9,14,64.6,7,0.01,3.66,0.0996,9.2286,1.28,0.48,0.62,14.07,1.8457,0.57,56.81,0.0786,0.1251,High
DCGS0069,C,0.9,14,64.52,4,0.0057,2.09,0.0755,16.13,1.28,0.36,0.44,8.05,3.226,0.14,23.64,0.6937,0.4226,Critical
85040a,C,0.9,14,64.47,19,0.0272,9.92,0.3353,3.3932,1.28,1.61,1.99,38.24,0.6786,0.78,28.63,0.6083,0.3757,Critical
35910A,C,0.9,14,64.35,33,0.0472,17.23,0.4839,1.95,1.28,2.32,2.98,66.47,0.39,5.04,106.71,0.0,0.0078,Low
84539,C,0.9,14,64.35,39,0.0558,20.36,0.6365,1.65,1.28,3.05,3.83,78.56,0.33,3.91,70.04,0.0,0.0946,Medium
71215,C,0.9,14,63.9,167,0.2389,87.2,2.7905,0.3826,1.28,13.36,16.71,337.57,0.0765,3.22,13.47,0.8074,0.5049,Critical
90037A,C,0.9,14,63.83,25,0.0358,13.05,0.3749,2.5532,1.28,1.8,2.3,50.56,0.5106,0.3,8.43,0.8687,0.5564,Critical
79534,C,0.9,14,63.800000000000004,116,0.166,60.57,1.2409,0.55,1.28,5.94,8.27,234.66,0.11,8.26,49.79,0.0004,0.1004,High
84921,C,0.9,14,63.75,17,0.0243,8.88,0.2289,3.75,1.28,1.1,1.44,34.4,0.75,0.59,24.36,0.5877,0.3843,Critical
85018B,C,0.9,14,63.75,15,0.0215,7.83,0.253,4.25,1.28,1.21,1.51,30.36,0.85,2.18,101.45,0.0,0.0237,Medium
85018A,C,0.9,14,63.75,15,0.0215,7.83,0.2164,4.25,1.28,1.04,1.34,30.36,0.85,2.15,100.36,0.0,0.011,Low
90020,C,0.9,14,63.75,5,0.0072,2.61,0.1253,12.75,1.28,0.6,0.7,10.12,2.55,0.37,52.26,0.4662,0.2797,Critical
20905,C,0.9,14,63.5,10,0.0143,5.22,0.2202,6.35,1.28,1.05,1.26,20.28,1.27,1.54,107.48,0.0,0.0523,Medium
35916C,C,0.9,14,63.15,53,0.0758,27.68,0.8421,1.1915,1.28,4.03,5.09,107.77,0.2383,2.0,26.44,0.6066,0.3824,Critical
22987,C,0.9,14,63.0,150,0.2146,78.33,2.3079,0.42,1.28,11.05,14.06,305.36,0.084,9.51,44.34,0.3232,0.2255,Critical
90092,C,0.9,14,62.9,74,0.1059,38.64,1.2837,0.85,1.28,6.15,7.63,150.76,0.17,13.65,128.92,0.0,0.0057,Low
16008,C,0.9,14,62.75,251,0.3591,131.07,2.9521,0.25,1.28,14.14,19.17,511.99,0.05,21.73,60.51,0.0,0.0652,Medium
84596e,C,0.9,14,62.74999999999999,25,0.0358,13.05,0.3471,2.51,1.28,1.66,2.16,50.99,0.502,3.86,107.85,0.0,0.0049,Low
84529B,C,0.9,14,62.35,13,0.0186,6.79,0.2588,4.7962,1.28,1.24,1.5,26.6,0.9592,0.79,42.58,0.472,0.2915,Critical
47369A,C,0.9,14,61.970000000000006,19,0.0272,9.92,0.3222,3.2616,1.28,1.54,1.92,39.0,0.6523,1.4,51.46,0.273,0.1992,Critical
20620,C,0.9,14,61.76,15,0.0215,7.83,0.188,4.1173,1.28,0.9,1.2,30.84,0.8235,1.19,55.67,0.0052,0.1018,High
72369A,C,0.9,14,61.37,37,0.0529,19.32,0.5925,1.6586,1.28,2.84,3.58,76.32,0.3317,3.62,68.43,0.0,0.0969,Medium
35817B,C,0.9,14,61.3,143,0.2046,74.67,5.3335,0.4287,1.28,25.54,28.41,295.12,0.0857,56.69,277.1,0.0,0.0035,Low
35973,C,0.9,14,61.25,49,0.0701,25.59,0.7827,1.25,1.28,3.75,4.73,101.17,0.25,1.5,21.42,0.6826,0.4295,Critical
40002,C,0.9,14,61.199999999999996,72,0.103,37.6,2.9593,0.85,1.28,14.17,15.61,148.71,0.17,26.84,260.55,0.0,0.0109,Low
62043B,C,0.9,14,61.050000000000004,37,0.0529,19.32,1.0846,1.65,1.28,5.19,5.94,76.52,0.33,10.33,195.22,0.0,0.009,Low
47016,C,0.9,14,60.900000000000006,29,0.0415,15.14,0.9145,2.1,1.28,4.38,4.96,60.05,0.42,5.71,137.64,0.0,0.0669,Medium
90071,C,0.9,14,60.67,48,0.0687,25.06,0.3091,1.264,1.28,1.48,2.44,99.57,0.2528,1.84,26.8,0.2463,0.2236,High
90140,C,0.9,14,60.42,8,0.0114,4.18,0.1306,7.5525,1.28,0.63,0.79,16.63,1.5105,0.85,74.6,0.0,0.0779,Medium
84875A,C,0.9,14,60.0,16,0.0229,8.35,0.1916,3.75,1.28,0.92,1.24,33.38,0.75,0.81,35.47,0.3443,0.2465,Critical
90171,C,0.9,14,59.65,47,0.0672,24.54,0.4602,1.2691,1.28,2.2,3.15,98.33,0.2538,5.09,75.71,0.0,0.008,Low
gift_0001_70,C,0.9,14,59.57,1,0.0014,0.52,0.0378,59.57,1.28,0.18,0.2,2.09,11.914,0.21,147.19,0.0,0.0891,Medium
44241C,C,0.9,14,59.5,70,0.1001,36.55,1.857,0.85,1.28,8.89,10.3,146.63,0.17,19.14,191.13,0.0,0.0053,Low
84575A,C,0.9,14,59.5,10,0.0143,5.22,0.1303,5.95,1.28,0.62,0.82,20.95,1.19,1.06,73.95,0.0,0.0393,Medium
84582,C,0.9,14,59.5,14,0.02,7.31,0.2063,4.25,1.28,0.99,1.27,29.33,0.85,1.37,68.23,0.0,0.0797,Medium
90060D,C,0.9,14,59.5,10,0.0143,5.22,0.2068,5.95,1.28,0.99,1.19,20.95,1.19,1.73,120.78,0.0,0.0242,Medium
90026D,C,0.9,14,59.5,7,0.01,3.66,0.1251,8.5,1.28,0.6,0.74,14.66,1.7,0.78,78.09,0.0,0.0852,Medium
90001D,C,0.9,14,59.47,14,0.02,7.31,0.2615,4.2479,1.28,1.25,1.53,29.33,0.8496,2.79,139.16,0.0,0.0052,Low
35654,C,0.9,14,59.400000000000006,12,0.0172,6.27,0.2388,4.95,1.28,1.14,1.38,25.16,0.99,0.62,36.31,0.5496,0.3341,Critical
90210C,C,0.9,14,59.010000000000005,20,0.0286,10.44,0.4501,2.9505,1.28,2.16,2.56,42.07,0.5901,4.98,174.17,0.0,0.0033,Low
20667,C,0.9,14,59.00000000000001,20,0.0286,10.44,0.2918,2.95,1.28,1.4,1.8,42.07,0.59,2.95,103.26,0.0,0.0097,Low
47369B,C,0.9,14,59.00000000000001,20,0.0286,10.44,0.3199,2.95,1.28,1.53,1.93,42.07,0.59,3.35,117.22,0.0,0.0068,Low
84593,C,0.9,14,59.0,20,0.0286,10.44,0.4339,2.95,1.28,2.08,2.48,42.07,0.59,2.52,88.15,0.0,0.0956,Medium
90162D,C,0.9,14,59.0,20,0.0286,10.44,0.2967,2.95,1.28,1.42,1.82,42.07,0.59,3.08,107.62,0.0,0.0079,Low
90169,C,0.9,14,58.65,23,0.0329,12.01,0.3556,2.55,1.28,1.7,2.16,48.53,0.51,1.48,44.9,0.3171,0.2224,Critical
81985A,C,0.9,14,58.65,23,0.0329,12.01,0.3901,2.55,1.28,1.87,2.33,48.53,0.51,3.6,109.56,0.0,0.0156,Low
85023C,C,0.9,14,58.64999999999999,23,0.0329,12.01,0.2986,2.55,1.28,1.43,1.89,48.53,0.51,0.69,21.08,0.6331,0.4174,Critical
21343,C,0.9,14,58.10000000000001,18,0.0258,9.4,0.532,3.2278,1.28,2.55,2.91,38.16,0.6456,1.99,77.18,0.3166,0.2068,Critical
35816B,C,0.9,14,58.07,139,0.1989,72.58,5.1445,0.4178,1.28,24.64,27.42,294.74,0.0836,25.97,130.58,0.0531,0.1142,High
17129C,C,0.9,14,57.98,86,0.123,44.91,2.7282,0.6742,1.28,13.07,14.79,182.5,0.1348,10.54,85.63,0.2876,0.194,Critical
84510a,C,0.9,14,57.73,23,0.0329,12.01,0.2574,2.51,1.28,1.23,1.69,48.91,0.502,1.41,42.99,0.1647,0.161,High
72801c,C,0.9,14,57.73,23,0.0329,12.01,0.4081,2.51,1.28,1.95,2.42,48.91,0.502,4.0,121.71,0.0,0.0101,Low
22919,C,0.9,14,57.480000000000004,76,0.1087,39.69,1.0677,0.7563,1.28,5.11,6.64,161.98,0.1513,3.9,35.87,0.4123,0.2759,Critical
90022,C,0.9,14,57.15,15,0.0215,7.83,0.1546,3.81,1.28,0.74,1.04,32.06,0.762,1.58,73.53,0.0,0.0136,Low
35821B,C,0.9,14,57.0,150,0.2146,78.33,3.519,0.38,1.28,16.85,19.86,321.03,0.076,4.77,22.21,0.7599,0.4468,Critical
