product_id,abc_class,risk_category,simulated_current_stock,safety_stock,reorder_point,avg_daily_demand,demand_std_dev,lead_time,stockout_probability,days_to_stockout
22208,B,Medium,47.41,23.87,36.39,1.2518,4.575,10,0.0079,37.88
20655,C,Low,17.86,7.1,11.57,0.319,1.4834,14,0.0079,56.0
84622,C,Low,4.33,2.06,2.5,0.0315,0.4304,14,0.0079,137.61
20869,C,Low,89.85,43.97,50.96,0.4993,9.1818,14,0.0079,179.96
90162D,C,Low,3.08,1.42,1.82,0.0286,0.2967,14,0.0079,107.62
gift_0001_20,C,Low,1.95,0.84,1.2,0.0258,0.1757,14,0.0079,75.66
90046,C,Low,1.44,0.68,0.84,0.0114,0.1412,14,0.0079,125.46
16011,C,Low,159.67,62.55,104.31,2.9828,13.0594,14,0.0079,53.53
85230G,C,Low,69.45,29.44,43.38,0.9957,6.1475,14,0.0079,69.75
90114,C,Low,4.35,1.88,2.68,0.0572,0.3928,14,0.0078,76.06
22250,C,Low,68.47,28.77,42.89,1.0086,6.0076,14,0.0078,67.89
22847,A,Medium,16.45,13.23,15.95,0.3877,2.1465,7,0.0078,42.42
21768,A,Medium,55.07,48.25,53.2,0.7082,7.8264,7,0.0078,77.77
21636,C,Low,12.14,5.49,7.27,0.1273,1.1454,14,0.0078,95.34
10124A,C,Low,5.85,2.61,3.53,0.0658,0.5445,14,0.0078,88.91
51020B,C,Low,123.64,56.07,73.88,1.2718,11.7079,14,0.0078,97.22
21316,B,Medium,63.75,38.29,45.93,0.7639,7.3381,10,0.0078,83.45
35910A,C,Low,5.04,2.32,2.98,0.0472,0.4839,14,0.0078,106.71
22807,B,Medium,40.9,22.31,30.54,0.8226,4.2759,10,0.0078,49.72
16202E,C,Low,10.55,4.88,6.2,0.0944,1.0183,14,0.0077,111.73
85211,C,Low,17.31,7.51,10.59,0.2203,1.568,14,0.0077,78.58
22577,A,Medium,144.22,104.44,140.01,5.0815,16.9423,7,0.0077,28.38
22323,B,Medium,45.72,25.05,33.95,0.8898,4.8013,10,0.0077,51.37
90027B,C,Low,1.57,0.72,0.92,0.0143,0.1507,14,0.0077,109.44
22715,C,Low,91.18,35.76,59.31,1.6824,7.4662,14,0.0077,54.2
84925A,C,Low,53.14,26.19,29.78,0.2561,5.4685,14,0.0077,207.51
22147,A,Medium,242.55,167.01,235.87,9.8369,27.0922,7,0.0077,24.66
37495,A,Medium,44.1,32.31,42.8,1.4979,5.2413,7,0.0077,29.44
22915,C,Low,53.16,24.8,30.99,0.4421,5.1783,14,0.0077,120.26
21081,C,Low,0.77,0.36,0.44,0.0057,0.0755,14,0.0076,133.82
20799,C,Low,38.4,18.23,22.07,0.2747,3.8057,14,0.0076,139.78
35645,C,Low,5.28,2.18,3.32,0.0815,0.4548,14,0.0075,64.77
22709,C,Low,171.94,75.17,104.19,2.073,15.6953,14,0.0075,82.94
84705F,C,Low,1.44,0.68,0.84,0.0114,0.1412,14,0.0075,126.22
17164D,C,Low,184.7,84.94,107.97,1.6452,17.7357,14,0.0074,112.26
17091J,B,Medium,173.47,97.99,126.63,2.8641,18.7806,10,0.0074,60.57
11001,A,Medium,139.02,107.59,134.02,3.7768,17.4521,7,0.0074,36.81
79190B,C,Low,123.0,56.07,72.01,1.1388,11.7075,14,0.0073,108.01
22712,B,Medium,192.53,101.68,143.56,4.1888,19.4865,10,0.0073,45.96
84891B,C,Low,2.14,1.01,1.23,0.0157,0.2102,14,0.0073,136.11
82600,A,Medium,220.1,144.41,213.2,9.8269,23.4259,7,0.0073,22.4
22572,B,Medium,135.99,69.6,102.29,3.269,13.3397,10,0.0072,41.6
22798,B,Medium,49.19,26.66,36.33,0.9671,5.11,10,0.0072,50.87
90214G,C,Low,6.53,3.03,3.77,0.0529,0.6323,14,0.0072,123.36
17007B,C,Low,5.06,2.41,2.85,0.0315,0.504,14,0.0072,160.62
10134,C,Low,97.07,44.35,56.67,0.8798,9.2602,14,0.0072,110.33
22108,C,Low,14.68,5.95,9.23,0.2346,1.2413,14,0.0071,62.59
22224,A,Medium,60.7,42.9,58.43,2.2189,6.9587,7,0.0071,27.36
90135,C,Low,0.37,0.18,0.2,0.0014,0.0378,14,0.0071,256.83
16169F,C,Low,91.48,37.6,57.13,1.3948,7.8502,14,0.0071,65.59
S,C,Low,5.57,2.91,2.91,0.0,0.6066,14,0.0071,999.0
72751A,C,Low,0.37,0.18,0.2,0.0014,0.0378,14,0.0071,256.51
22718,C,Low,75.08,28.64,48.87,1.4449,5.9793,14,0.0071,51.96
22913,C,Low,21.03,9.81,12.01,0.1574,2.0477,14,0.007,133.65
90005A,C,Low,8.74,3.57,5.45,0.1345,0.745,14,0.007,64.96
22932,C,Low,27.07,13.27,14.85,0.113,2.7701,14,0.007,239.51
47504J,C,Low,0.62,0.31,0.33,0.0014,0.0655,14,0.007,434.84
21080,A,Medium,554.82,354.32,534.21,25.6981,57.477,7,0.0068,21.59
20931,B,Medium,29.96,16.55,21.77,0.5222,3.171,10,0.0068,57.38
47369B,C,Low,3.35,1.53,1.93,0.0286,0.3199,14,0.0068,117.22
90075,C,Low,1.11,0.51,0.63,0.0086,0.1067,14,0.0068,128.84
21444,B,Medium,65.82,41.27,45.42,0.4149,7.9101,10,0.0068,158.64
21215,B,Medium,240.05,128.25,176.43,4.8183,24.5798,10,0.0068,49.82
20942,C,Low,1.54,0.75,0.85,0.0072,0.1559,14,0.0068,215.44
22781,B,Medium,19.93,10.76,14.56,0.3805,2.0616,10,0.0067,52.36
21788,B,Medium,125.24,63.94,93.34,2.9399,12.2543,10,0.0067,42.6
72750B,B,Medium,54.88,32.04,38.87,0.6838,6.1399,10,0.0067,80.26
22443,A,Medium,26.62,20.09,25.4,0.7597,3.2581,7,0.0067,35.04
21397,B,Medium,83.32,45.27,60.78,1.5508,8.6759,10,0.0067,53.73
85225,C,Low,2.55,1.19,1.45,0.0186,0.2475,14,0.0067,137.12
84795b,C,Low,0.67,0.31,0.37,0.0043,0.0654,14,0.0067,155.02
84832,A,Medium,136.35,91.03,130.59,5.6509,14.7668,7,0.0066,24.13
21264,C,Low,13.95,6.08,8.26,0.1559,1.269,14,0.0066,89.46
21981,A,Medium,2927.47,2555.76,2765.39,29.9471,414.5868,7,0.0066,97.75
21386,C,Low,43.09,17.72,26.52,0.628,3.7007,14,0.0066,68.61
72779,C,Low,6.99,3.11,4.07,0.0687,0.6498,14,0.0066,101.76
47421,C,Low,76.09,34.34,43.89,0.6824,7.1702,14,0.0066,111.5
17109A,C,Low,138.93,64.41,78.61,1.0143,13.4495,14,0.0066,136.97
85067,A,Medium,40.55,33.46,38.31,0.6924,5.4282,7,0.0065,58.57
85121B,B,Medium,6.07,3.32,4.4,0.1073,0.6367,10,0.0065,56.61
84924A,C,Low,6.15,2.57,3.73,0.083,0.5369,14,0.0065,74.17
DCGS0062,C,Low,0.37,0.18,0.2,0.0014,0.0378,14,0.0065,259.55
85184D,A,Medium,1739.11,1590.95,1634.73,6.2532,258.0791,7,0.0065,278.12
84968C,A,Medium,30.83,25.84,29.11,0.4678,4.1913,7,0.0065,65.91
85028S,C,Low,66.39,30.4,37.77,0.5265,6.347,14,0.0065,126.1
21173,C,Low,31.06,12.62,19.19,0.4692,2.6355,14,0.0065,66.2
35649,B,Medium,539.1,341.02,366.33,2.5308,65.3585,10,0.0065,213.02
22306,B,Medium,44.84,24.73,32.31,0.7582,4.7397,10,0.0065,59.14
22952,A,Medium,884.53,666.81,841.28,24.9256,108.1668,7,0.0065,35.49
90125A,C,Low,4.94,2.32,2.76,0.0315,0.4837,14,0.0065,156.94
35822B,C,Low,85.35,41.48,46.07,0.3276,8.6616,14,0.0064,260.51
22885,C,Low,3.43,1.59,1.93,0.0243,0.3312,14,0.0064,140.9
82001S,A,Medium,76.7,58.85,72.57,1.9599,9.5462,7,0.0063,39.13
90214M,C,Low,9.31,3.9,5.6,0.1216,0.8142,14,0.0063,76.53
84705A,C,Low,2.33,1.05,1.33,0.02,0.2198,14,0.0063,116.45
20897,C,Low,56.56,26.52,31.43,0.3505,5.5369,14,0.0063,161.38
84876B,C,Low,24.93,11.5,14.03,0.1803,2.402,14,0.0063,138.31
17084G,C,Low,13.47,6.4,7.4,0.0715,1.3363,14,0.0063,188.3
85024B,C,Low,4.14,1.87,2.37,0.0358,0.3899,14,0.0063,115.76
47574B,C,Low,5.23,2.22,3.12,0.0644,0.4637,14,0.0063,81.26
90123C,C,Low,2.46,1.13,1.39,0.0186,0.2356,14,0.0063,132.19
48173A,C,Low,0.37,0.18,0.2,0.0014,0.0378,14,0.0063,260.73
90198B,C,Low,7.0,2.88,4.26,0.0987,0.6011,14,0.0062,70.93
85132b,C,Low,0.37,0.18,0.2,0.0014,0.0378,14,0.0062,261.11
47503F,C,Low,938.0,453.6,505.0,3.671,94.7117,14,0.0062,255.52
21175,A,Medium,314.14,212.05,298.62,12.3662,34.3988,7,0.0062,25.4
37399,C,Low,35.45,16.68,19.54,0.2046,3.4818,14,0.0062,173.29
20791,C,Low,2.51,1.28,1.28,0.0,0.2676,14,0.0062,999.0
72785B,C,Low,2.27,1.07,1.25,0.0129,0.2236,14,0.0062,176.29
84555A,C,Low,7.36,3.28,4.22,0.0672,0.6853,14,0.0062,109.41
22277,B,Medium,82.32,44.67,59.29,1.4621,8.5609,10,0.0062,56.3
90205A,C,Low,1.76,0.79,1.01,0.0157,0.1642,14,0.0062,111.61
90039A,C,Low,0.54,0.26,0.3,0.0029,0.0535,14,0.0061,189.27
84819,C,Low,8.93,3.52,5.56,0.1459,0.735,14,0.0061,61.2
21685,C,Low,0.91,0.44,0.48,0.0029,0.0927,14,0.0061,317.57
84796b,C,Low,0.54,0.26,0.3,0.0029,0.0535,14,0.0061,189.24
22849,B,Medium,8.32,4.68,5.89,0.1216,0.8962,10,0.0061,68.38
90037B,C,Low,3.72,1.72,2.08,0.0258,0.3582,14,0.0061,144.38
17033,B,Medium,288.02,158.81,205.22,4.6409,30.4358,10,0.006,62.06
81953B,C,Low,0.68,0.31,0.37,0.0043,0.0654,14,0.006,157.28
22068,B,Medium,37.23,18.86,27.4,0.8541,3.6141,10,0.006,43.59
20953,C,Low,6.08,2.76,3.42,0.0472,0.5758,14,0.006,128.71
37409,C,Low,1.99,0.94,1.08,0.01,0.1964,14,0.006,198.51
37422,C,Low,90.58,41.75,50.44,0.6209,8.7173,14,0.006,145.89
20831,C,Low,41.5,18.57,23.62,0.3605,3.8784,14,0.006,115.12
35911B,C,Low,6.91,3.11,3.91,0.0572,0.6487,14,0.0059,120.75
21293,C,Low,21.32,8.55,13.06,0.3219,1.786,14,0.0059,66.22
72801D,C,Low,99.84,45.75,55.56,0.701,9.5522,14,0.0059,142.43
84707B,C,Low,4.47,1.83,2.7,0.0615,0.3829,14,0.0059,72.6
90112,C,Low,11.22,4.87,6.51,0.1173,1.0159,14,0.0059,95.68
21458,C,Low,120.92,55.38,67.12,0.8383,11.5642,14,0.0058,144.23
22662,A,Medium,160.46,117.7,150.55,4.6924,19.0931,7,0.0058,34.2
84596J,C,Low,21.17,8.3,13.09,0.3419,1.7334,14,0.0058,61.92
35652,C,Low,6.12,2.92,3.28,0.0258,0.6098,14,0.0058,237.61
22782,C,Low,2.6,1.19,1.45,0.0186,0.2475,14,0.0057,139.99
44230,A,Medium,27.9,22.59,25.97,0.4821,3.6652,7,0.0057,57.86
84837,A,Medium,10.81,7.64,10.15,0.3591,1.2386,7,0.0057,30.12
90092,C,Low,13.65,6.15,7.63,0.1059,1.2837,14,0.0057,128.92
85161,C,Low,2.23,0.99,1.27,0.02,0.2063,14,0.0057,111.43
20688,C,Low,159.94,76.22,85.51,0.6638,15.914,14,0.0057,240.95
20689,C,Low,129.55,61.09,69.45,0.5966,12.7562,14,0.0056,217.17
40046C,C,Low,0.68,0.31,0.37,0.0043,0.0654,14,0.0056,158.74
21352,B,Medium,42.08,22.3,29.98,0.7682,4.2733,10,0.0055,54.78
47581B,C,Low,4.2,1.66,2.56,0.0644,0.3471,14,0.0055,65.31
15044C,B,Medium,44.39,22.75,32.12,0.9371,4.3604,10,0.0055,47.37
22124,C,Low,16.5,6.77,9.83,0.2189,1.413,14,0.0055,75.38
16119,C,Low,69.0,32.0,37.47,0.3906,6.6813,14,0.0055,176.68
35597B,C,Low,23.65,11.09,12.65,0.1116,2.3158,14,0.0054,211.97
84630,C,Low,0.76,0.36,0.4,0.0029,0.0756,14,0.0054,266.38
82494l,B,Medium,17.45,9.82,12.11,0.2289,1.8824,10,0.0054,76.24
17084N,C,Low,155.45,62.7,93.43,2.1946,13.0921,14,0.0054,70.83
22174,A,Medium,106.16,77.23,98.83,3.0858,12.5276,7,0.0054,34.4
84689,C,Low,49.55,21.96,27.81,0.4177,4.5854,14,0.0054,118.61
21134,C,Low,43.97,18.3,25.85,0.5393,3.8204,14,0.0054,81.52
21533,A,Medium,57.46,34.24,54.1,2.8369,5.5545,7,0.0053,20.25
35598D,B,Medium,128.92,73.2,88.65,1.5451,14.0287,10,0.0053,83.44
84415A,C,Low,3.47,1.59,1.89,0.0215,0.3314,14,0.0053,161.76
44241C,C,Low,19.14,8.89,10.3,0.1001,1.857,14,0.0053,191.13
85170B,C,Low,10.62,4.61,6.03,0.1016,0.9619,14,0.0053,104.59
84745A,C,Low,6.36,2.78,3.58,0.0572,0.5811,14,0.0053,111.19
47347B,C,Low,61.97,28.58,33.38,0.3433,5.9669,14,0.0052,180.48
72753B,B,Medium,73.91,43.44,49.81,0.6366,8.3254,10,0.0052,116.09
22187,A,Medium,42.72,31.16,39.64,1.2103,5.0553,7,0.0052,35.3
90001D,C,Low,2.79,1.25,1.53,0.02,0.2615,14,0.0052,139.16
85099c,C,Low,4.55,2.1,2.44,0.0243,0.4391,14,0.0052,187.0
20964,C,Low,3.72,1.68,2.04,0.0258,0.3501,14,0.0052,144.44
90152A,C,Low,0.55,0.26,0.3,0.0029,0.0535,14,0.0052,193.14
21774,B,Medium,45.59,23.41,32.69,0.9285,4.4863,10,0.0052,49.1
21056,A,Medium,16.46,12.27,15.21,0.4206,1.9901,7,0.0051,39.15
84975,A,Medium,105.23,77.55,97.39,2.834,12.5799,7,0.0051,37.13
22315,B,Medium,84.81,42.78,60.97,1.8183,8.1995,10,0.0051,46.64
21838,C,Low,0.38,0.18,0.2,0.0014,0.0378,14,0.0051,268.17
90184C,C,Low,5.22,2.08,3.13,0.0744,0.4351,14,0.0051,70.19
72128,C,Low,78.2,33.7,44.33,0.7597,7.0357,14,0.0051,102.94
21292,B,Medium,111.37,56.92,79.72,2.2804,10.9089,10,0.0051,48.84
84970l,C,Low,7.23,3.14,4.07,0.0658,0.6567,14,0.0051,109.86
20702,A,Medium,26.6,18.17,24.68,0.9299,2.9474,7,0.005,28.6
17014F,C,Low,22.0,10.33,11.56,0.0873,2.1577,14,0.005,252.07
84949,A,Medium,294.7,201.31,273.22,10.2732,32.6558,7,0.005,28.69
84567,C,Low,3.46,1.63,1.81,0.0129,0.3404,14,0.005,268.92
10133,B,Medium,74.17,38.27,52.65,1.4378,7.3342,10,0.005,51.59
72803A,B,Medium,15.61,8.18,11.01,0.2833,1.567,10,0.005,55.1
21740,C,Low,23.55,9.68,13.71,0.2876,2.0211,14,0.0049,81.9
22043,C,Low,88.03,34.0,53.47,1.3906,7.0992,14,0.0049,63.31
84251F,C,Low,30.46,11.7,18.53,0.4878,2.4427,14,0.0049,62.43
21167,C,Low,111.23,44.6,65.89,1.5207,9.3127,14,0.0049,73.14
21552,B,Medium,26.96,15.74,18.05,0.2318,3.0158,10,0.0049,116.35
84596e,C,Low,3.86,1.66,2.16,0.0358,0.3471,14,0.0049,107.85
84881,C,Low,4.56,1.84,2.69,0.0601,0.385,14,0.0049,75.89
16202B,C,Low,292.24,139.64,150.42,0.7697,29.1572,14,0.0049,379.7
16161E,C,Low,210.48,96.85,111.87,1.073,20.2224,14,0.0049,196.16
84795C,A,Medium,17.18,12.56,15.78,0.4607,2.0375,7,0.0048,37.3
84657,C,Low,46.83,20.68,25.61,0.3519,4.3189,14,0.0048,133.08
22464,A,Medium,150.72,95.96,139.94,6.2833,15.5664,7,0.0048,23.99
85195,C,Low,38.06,17.5,20.19,0.1917,3.6549,14,0.0048,198.53
84732B,C,Low,1.39,0.63,0.75,0.0086,0.1308,14,0.0048,161.55
21541,B,Medium,113.2,54.68,81.69,2.701,10.4802,10,0.0047,41.91
35637C,C,Low,19.34,8.84,10.24,0.1001,1.8454,14,0.0047,193.12
21007,B,Medium,191.0,103.91,131.48,2.7568,19.9153,10,0.0047,69.28
21132,C,Low,6.89,2.87,3.93,0.0758,0.5996,14,0.0047,90.91
90122A,C,Low,4.44,1.85,2.53,0.0486,0.3866,14,0.0047,91.19
21298,C,Low,10.7,4.81,5.73,0.0658,1.005,14,0.0047,162.55
21115,A,Medium,34.36,24.61,31.56,0.9928,3.9926,7,0.0047,34.6
85184B,C,Low,3.39,1.55,1.81,0.0186,0.3229,14,0.0047,182.52
84402B,C,Low,0.39,0.18,0.2,0.0014,0.0378,14,0.0047,271.1
90042C,C,Low,6.77,2.8,3.88,0.0773,0.5837,14,0.0046,87.69
15058C,B,Medium,20.2,10.75,13.98,0.3233,2.0596,10,0.0046,62.48
21649,B,Medium,65.0,37.38,43.35,0.5966,7.1645,10,0.0046,108.96
21664,C,Low,17.06,6.78,10.03,0.2318,1.4165,14,0.0046,73.61
90139,C,Low,3.18,1.34,1.8,0.0329,0.2788,14,0.0046,96.65
21707,A,Medium,93.86,76.39,84.86,1.2089,12.3922,7,0.0046,77.64
78056,C,Low,1.0,0.48,0.5,0.0014,0.1001,14,0.0046,695.96
35004P,C,Low,13.53,5.46,7.84,0.1702,1.1398,14,0.0045,79.48
84767,B,Low,61.27,36.91,39.7,0.279,7.0742,10,0.0045,219.63
22296,A,Medium,247.37,160.64,227.81,9.5966,26.0581,7,0.0045,25.78
22263,C,Low,118.07,52.9,63.12,0.7296,11.0461,14,0.0045,161.83
22558,A,Medium,259.61,182.06,237.52,7.9227,29.5334,7,0.0045,32.77
85168B,C,Low,2.39,0.97,1.39,0.03,0.2016,14,0.0045,79.51
90175C,C,Low,4.35,1.84,2.44,0.0429,0.3836,14,0.0045,101.46
20835,C,Low,4.75,2.19,2.47,0.02,0.4569,14,0.0045,237.2
84519B,B,Medium,35.23,18.69,24.37,0.568,3.5823,10,0.0045,62.03
35651,C,Low,1.7,0.74,0.93,0.0129,0.1555,14,0.0045,132.15
37327,C,Low,34.3,15.16,18.5,0.2389,3.1652,14,0.0045,143.55
20889,C,Low,172.14,77.74,90.89,0.9399,16.231,14,0.0044,183.15
22092,C,Low,31.95,12.77,18.55,0.4134,2.6656,14,0.0044,77.28
90026C,C,Low,0.99,0.44,0.52,0.0057,0.0925,14,0.0044,172.45
84664,B,Medium,19.76,10.74,13.43,0.269,2.0584,10,0.0044,73.48
85094,C,Low,19.09,8.16,10.57,0.1717,1.7043,14,0.0044,111.19
22444,A,Medium,364.97,239.97,335.05,13.5837,38.9266,7,0.0044,26.87
21388,C,Low,36.3,14.69,20.92,0.4449,3.0681,14,0.0044,81.59
22191,A,Medium,28.97,20.95,26.39,0.7783,3.3978,7,0.0044,37.23
85072,C,Low,46.96,21.74,24.14,0.1717,4.5388,14,0.0043,273.57
84806A,C,Low,33.31,14.45,18.1,0.2604,3.0173,14,0.0043,127.92
84969,B,Medium,21.72,9.72,15.97,0.6252,1.8635,10,0.0043,34.74
22357,A,Medium,203.72,166.38,182.33,2.279,26.9891,7,0.0043,89.39
84972L,C,Low,11.37,4.39,6.74,0.1674,0.9174,14,0.0043,67.92
21127,B,Low,60.93,35.49,39.73,0.4235,6.802,10,0.0042,143.88
17164B,C,Low,180.42,72.2,104.1,2.279,15.0747,14,0.0042,79.17
84206B,C,Low,1.57,0.72,0.8,0.0057,0.1513,14,0.0042,274.81
90025C,C,Low,1.03,0.44,0.56,0.0086,0.0923,14,0.0041,120.39
84926E,C,Low,19.59,8.38,10.65,0.1617,1.7505,14,0.0041,121.21
90177E,C,Low,1.92,0.78,1.08,0.0215,0.1636,14,0.0041,89.34
15034,C,Low,314.71,118.31,188.97,5.0472,24.7019,14,0.0041,62.35
84967C,C,Low,2.51,1.13,1.31,0.0129,0.236,14,0.0041,195.27
22350,A,Medium,87.07,63.95,78.46,2.073,10.3736,7,0.0041,42.0
85187,C,Low,14.63,5.7,8.56,0.2046,1.1896,14,0.0041,71.5
47567b,C,Low,0.9,0.4,0.46,0.0043,0.0845,14,0.0041,208.81
72045D,C,Low,10.05,4.53,5.23,0.0501,0.9449,14,0.0041,200.65
21108,A,Medium,109.46,71.55,99.96,4.0587,11.6058,7,0.0041,26.97
47367B,C,Low,15.45,6.17,8.83,0.1903,1.2879,14,0.004,81.21
21612,B,Medium,49.19,24.43,34.33,0.99,4.6829,10,0.004,49.69
21822,C,Low,34.37,13.25,20.14,0.4921,2.7656,14,0.004,69.83
22292,B,Medium,164.39,87.84,111.09,2.3247,16.8356,10,0.004,70.71
21689,B,Low,36.99,20.83,24.38,0.3548,3.9918,10,0.004,104.26
90064A,C,Low,2.04,0.89,1.09,0.0143,0.1849,14,0.004,142.36
22806,C,Low,35.3,15.78,18.38,0.186,3.294,14,0.004,189.79
47562,C,Low,9.08,3.42,5.42,0.1431,0.7139,14,0.004,63.49
20731,B,Low,935.35,546.29,603.45,5.7167,104.6975,10,0.004,163.62
71038,B,Medium,27.53,12.83,19.66,0.6824,2.4593,10,0.0039,40.34
21702,B,Low,714.33,419.21,456.92,3.7711,80.3425,10,0.0039,189.42
84592,C,Low,11.32,4.51,6.45,0.1388,0.9421,14,0.0039,81.61
62097A,C,Low,0.71,0.31,0.37,0.0043,0.0654,14,0.0039,165.67
85114B,A,Medium,109.28,81.76,97.68,2.2732,13.2636,7,0.0039,48.07
85079,C,Low,4.24,1.81,2.28,0.0329,0.379,14,0.0039,128.84
35937,C,Low,29.56,12.41,16.18,0.269,2.592,14,0.0039,109.92
20823,C,Low,20.53,9.07,10.77,0.1216,1.8935,14,0.0039,168.82
84629,C,Low,1.0,0.44,0.52,0.0057,0.0925,14,0.0039,174.95
40018F,B,Low,130.03,71.06,86.51,1.5451,13.6181,10,0.0039,84.16
21824,B,Medium,63.86,31.72,44.37,1.2647,6.0802,10,0.0039,50.49
21895,B,Low,87.65,49.43,57.31,0.7883,9.4733,10,0.0039,111.2
21375,C,Low,11.47,4.57,6.5,0.1373,0.9552,14,0.0038,83.5
21250,C,Low,54.92,23.36,29.55,0.4421,4.8768,14,0.0038,124.23
90143,C,Low,5.34,2.15,3.01,0.0615,0.4484,14,0.0038,86.82
20786,A,Medium,9.19,7.18,8.15,0.1388,1.1651,7,0.0038,66.26
21097,C,Low,6.3,2.72,3.36,0.0458,0.5672,14,0.0038,137.7
78034B,C,Low,1.76,0.77,0.93,0.0114,0.1602,14,0.0038,153.89
22933,C,Low,4.77,2.17,2.41,0.0172,0.4539,14,0.0038,278.09
90077,C,Low,0.71,0.31,0.37,0.0043,0.0654,14,0.0038,166.3
84967B,B,Low,2.98,1.66,1.96,0.03,0.3175,10,0.0038,99.1
84340,C,Low,3.42,1.43,1.85,0.03,0.2989,14,0.0037,113.81
84856L,B,Medium,20.79,10.71,14.1,0.3391,2.0532,10,0.0037,61.31
85135A,C,Low,6.57,2.46,3.88,0.1016,0.5131,14,0.0037,64.64
22109,A,Medium,78.65,53.24,70.72,2.4979,8.6358,7,0.0037,31.49
21122,A,Medium,302.75,200.51,273.13,10.3748,32.5253,7,0.0037,29.18
21317,B,Low,43.03,24.39,27.89,0.3505,4.6744,10,0.0037,122.78
16192,C,Low,1.2,0.54,0.6,0.0043,0.1135,14,0.0037,278.69
35951,C,Low,133.69,50.89,77.97,1.9342,10.6259,14,0.0037,69.12
22184,B,Medium,24.15,11.97,16.66,0.4692,2.2943,10,0.0037,51.47
90165B,C,Low,4.82,1.98,2.64,0.0472,0.4137,14,0.0036,102.06
21370,C,Low,10.1,4.42,5.23,0.0572,0.9238,14,0.0036,176.49
21860,C,Low,0.4,0.18,0.2,0.0014,0.0378,14,0.0036,280.31
35598C,C,Low,0.4,0.18,0.2,0.0014,0.0378,14,0.0036,280.09
21040,B,Low,122.32,67.54,80.03,1.2489,12.9445,10,0.0036,97.94
21306,C,Low,35.74,15.19,18.99,0.2718,3.171,14,0.0036,131.47
21226,C,Low,16.85,6.87,9.3,0.1731,1.4354,14,0.0036,97.33
90141D,C,Low,0.72,0.31,0.37,0.0043,0.0654,14,0.0036,167.23
35817B,C,Low,56.69,25.54,28.41,0.2046,5.3335,14,0.0035,277.1
35915B,C,Low,116.97,52.23,59.1,0.4907,10.9051,14,0.0035,238.37
21102,C,Low,15.74,6.98,8.0,0.073,1.4578,14,0.0035,215.68
90053,C,Low,1.14,0.48,0.62,0.01,0.0996,14,0.0035,114.28
85031A,B,Low,52.45,28.06,34.66,0.6595,5.3778,10,0.0035,79.53
22137,B,Low,146.82,85.35,92.82,0.7468,16.3585,10,0.0035,196.61
20652,C,Low,269.21,115.76,140.9,1.7954,24.1712,14,0.0035,149.94
90191,C,Low,2.21,0.92,1.2,0.02,0.192,14,0.0035,110.55
84989b,C,Low,2.95,1.31,1.51,0.0143,0.2726,14,0.0035,206.42
21536,C,Low,21.09,7.96,12.25,0.3062,1.6622,14,0.0035,68.88
84925C,C,Low,4.96,2.09,2.65,0.0401,0.4363,14,0.0035,123.8
84966A,C,Low,3.57,1.57,1.83,0.0186,0.3273,14,0.0035,191.79
90103,C,Low,2.12,0.86,1.16,0.0215,0.1803,14,0.0035,98.87
22842,B,Medium,24.98,13.08,16.7,0.3619,2.5066,10,0.0035,69.02
44089A,C,Low,5.05,2.16,2.66,0.0358,0.4512,14,0.0035,141.33
90084,C,Low,11.02,4.75,5.77,0.073,0.9923,14,0.0035,151.1
90014A,C,Low,3.55,1.41,1.98,0.0401,0.2953,14,0.0034,88.59
35912B,C,Low,7.45,3.18,3.9,0.0515,0.6644,14,0.0034,144.56
85023A,C,Low,3.69,1.54,1.96,0.03,0.322,14,0.0034,122.66
90126B,C,Low,0.72,0.31,0.37,0.0043,0.0654,14,0.0034,168.52
21673,A,Medium,238.61,154.76,213.33,8.3677,25.1039,7,0.0034,28.52
20778,B,Low,1141.01,663.1,714.56,5.1459,127.0851,10,0.0034,221.73
90091,C,Low,0.92,0.4,0.46,0.0043,0.0845,14,0.0034,213.74
21445,B,Low,173.48,93.87,112.65,1.8784,17.9898,10,0.0033,92.36
90189B,C,Low,0.92,0.4,0.46,0.0043,0.0845,14,0.0033,213.95
72799A,B,Low,119.97,67.59,76.35,0.8755,12.9544,10,0.0033,137.03
84249A,C,Low,13.06,5.41,6.97,0.1116,1.13,14,0.0033,117.04
21353,C,Low,3.87,1.65,2.03,0.0272,0.3438,14,0.0033,142.51
90210C,C,Low,4.98,2.16,2.56,0.0286,0.4501,14,0.0033,174.17
90195A,C,Low,5.22,1.98,3.0,0.073,0.4134,14,0.0033,71.53
21752,B,Low,7.65,4.03,5.03,0.1001,0.7729,10,0.0033,76.4
21248,B,Medium,69.51,35.44,46.36,1.0916,6.7925,10,0.0032,63.68
84845D,C,Low,9.15,3.92,4.74,0.0587,0.8176,14,0.0032,156.04
82616A,C,Low,40.29,15.93,22.26,0.4521,3.3264,14,0.0032,89.13
84827,C,Low,81.39,32.73,44.34,0.8298,6.8329,14,0.0032,98.09
79323G,B,Low,32.53,18.5,20.49,0.1989,3.5461,10,0.0032,163.59
90210D,C,Low,6.01,2.49,3.19,0.0501,0.5207,14,0.0032,119.96
21339,C,Low,5.64,2.37,2.97,0.0429,0.4945,14,0.0032,131.47
35001G,B,Low,63.12,33.46,41.31,0.7854,6.412,10,0.0032,80.36
84199,C,Low,49.22,19.31,27.4,0.578,4.0326,14,0.0032,85.17
